"tarih","saat","YukTahminPlan(MWh)","PTF(TL/MWh)","SMF(TL/MWh)","KGUP(TL/MWh)","YAL0(TL/MWh)","YAL1(TL/MWh)","YAT0(TL/MWh)","YAT1(TL/MWh)","YAL TeslimEdilemeyenMiktar(MWh)","YAT TeslimEdilemeyenMiktar(MWh)","PFK Fiyat","SFK Fiyat","date","Olay Baslangic Tarihi","Olay Baslangic Saati","Isletmedeki Saatlik Guc","Olay Sirasindaki Saatlik Guc","ariza_var"
201802,0,33700,217.12,217.12,31061.72,129.602,0,80.833,0,3.52,4,80.02,79.89,"2018-02-01","2018-02-01",0,860.36,673,1
201802,1,31500,203.28,213.2,28579.52,856.082,0,0,0,197.56,0,80.02,79.89,"2018-02-01","2018-02-01",1,762,604,1
201802,2,30200,175.04,175.04,27152.95,NULL,NULL,NULL,NULL,NULL,NULL,80.02,79.89,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,3,29100,178.01,128,26367.11,0,0,943.95,0,0,155.43,80.02,79.89,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,4,29100,132.1,125,26151.66,0,0,515.5,0,0,18.31,70.02,98.01,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,5,29300,168.84,140,26377.46,0,0,829.7,0,0,176.09,70.02,98.01,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,6,30300,175.05,105,27310.5,0,0,1409.7,0,0,238.53,70.02,98.01,"2018-02-01","2018-02-01",6,927.4,435,1
201802,7,32300,215.84,120.01,29656.47,0,0,1679.234,0,0,167.77,70.02,98.01,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,8,36700,215.89,140,33434.32,830.1669999999999,0,1572.5,0,104.71,168.15,99.99,59.93,"2018-02-01","2018-02-01",8,700,548,1
201802,9,39200,217.73,130,36058.38,293.652,0,1764.9479999999999,0,13.7,154.14,99.99,59.93,"2018-02-01","2018-02-01",9,278.4,172,1
201802,10,39300,216.78,130,36222.96,0,0,1631,0,0,167.57,99.99,59.93,"2018-02-01","2018-02-01",10,891.88,703,1
201802,11,39300,216.67,130,36510.21,0,0,1634.8,0,0,150,99.99,59.93,"2018-02-01","2018-02-01",11,259.5,44,1
201802,12,37200,169.99,124,34682.37,0,0,2275.344,0,0,714.53,99.99,58.14,"2018-02-01","2018-02-01",12,457.49,145,1
201802,13,37400,175.04,121.4,34771.42,0,0,2227.9,0,0,530.89,99.99,58.14,"2018-02-01","2018-02-01",13,196.46,153,1
201802,14,37600,175.05,125,35095.9,0,0,1720.05,0,0,531.74,99.99,58.14,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,15,37100,169.99,121.4,35259.81,0,0,2579.984,0,0,543.69,99.99,58.14,"2018-02-01","2018-02-01",15,347.28,266,1
201802,16,37500,215.24,130,35610.72,29.333000000000002,0,2293.0170000000003,0,0,447.29,90,54.42,"2018-02-01","2018-02-01",16,19.56,0,1
201802,17,38400,184,125,36072.07,0,0,2229.633,0,0,721.63,90,54.42,"2018-02-01",NULL,NULL,NULL,NULL,0
201802,18,39400,184,124,36619.24,0,0,2412,0,0,799.88,90,54.42,"2018-02-01","2018-02-01",18,289.56,200,1
201802,19,39100,175.05,125,35812.45,0,0,2204.5,0,0,777.67,90,54.42,"2018-02-01","2018-02-01",19,720,200,1
201802,20,38200,189.96,125,34746.18,0,0,2125,0,0,748.71,80.01,58.14,"2018-02-01","2018-02-01",20,1039.35,783,1
201802,21,37200,149,130,33747.71,0,0,1159.399,0,0,354.32,80.01,58.14,"2018-02-01","2018-02-01",21,15,14,1
201802,22,36400,168.84,120,33533.17,0,0,1448.0510000000002,0,0,269.584,80.01,58.14,"2018-02-01","2018-02-01",22,360,200,1
201802,23,35400,129.99,114,32153.68,49.2,0,930.6189999999999,0,0.767,160.32,80.01,58.14,"2018-02-01","2018-02-01",23,797.7,400,1
201802,0,33700,205.05,174.53,30325.38,34.1,0,180,0,10,0,80,65.3,"2018-02-02","2018-02-02",0,667.14,231,1
201802,1,31500,166,166,28115.89,183.333,0,0,0,NULL,0,80,65.3,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,2,30200,125.01,125.01,26971.75,NULL,NULL,NULL,NULL,NULL,NULL,80,65.3,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,3,29100,130,130,26104.91,NULL,NULL,NULL,NULL,NULL,NULL,80,65.3,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,4,29100,130,121.05,26101.44,0,0,127.999,0,0,1.453,70,69.71,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,5,29300,130,121,26230.67,0,0,505.88300000000004,0,0,25.6,70,69.71,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,6,30300,174.5,121.05,27015.2,0,0,1073.062,0,0,149.12,70,69.71,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,7,32300,191.92,125,29065.76,147.567,0,1345.415,0,1.8869999999999998,193.763,70,69.71,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,8,36700,174.99,128.29,33131.81,702.5010000000001,0,1366.685,0,26.88,84.30799999999999,69.8,56.89,"2018-02-02","2018-02-02",8,1311.4,415,1
201802,9,39200,215.23,215.23,35827.78,NULL,NULL,NULL,NULL,NULL,NULL,69.8,56.89,"2018-02-02","2018-02-02",9,142.28,132,1
201802,10,39300,204.79,182,36258.34,9,0,659,0,1.3090000000000002,13.92,69.8,56.89,"2018-02-02","2018-02-02",10,24,0,1
201802,11,39300,204.79,204,36513.11,0,0,472,0,0,NULL,69.8,56.89,"2018-02-02","2018-02-02",11,142.28,112,1
201802,12,37000,174.04,174.04,34767.39,104.167,0,260.065,0,0,45.54600000000001,69.8,47.16,"2018-02-02","2018-02-02",12,239.6,123,1
201802,13,37000,130,121.05,33719.93,0,0,491.582,0,0,1.1,69.8,47.16,"2018-02-02","2018-02-02",13,187.6,0,1
201802,14,37600,174.99,170,35159.01,0,0,483.084,0,0,52.967,69.8,47.16,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,15,37100,175,175,35186.6,NULL,NULL,NULL,NULL,NULL,NULL,69.8,47.16,"2018-02-02","2018-02-02",15,373.8,113,1
201802,16,37500,215.38,216,35356.18,279.966,0,0,0,56.851000000000006,0,69.8,48.8,"2018-02-02","2018-02-02",16,1997.9999999999998,833,1
201802,17,38400,179.84,191.81,35756.29,1115.983,0,0,0,385.06,0,69.8,48.8,"2018-02-02","2018-02-02",17,63,0,1
201802,18,39400,199.99,209,36376.86,1063.417,0,0,0,349.941,0,69.8,48.8,"2018-02-02","2018-02-02",18,350,300,1
201802,19,39100,175,175,35819.67,441.666,0,0,0,215.937,0,69.8,48.8,"2018-02-02","2018-02-02",19,505,300,1
201802,20,38200,215.65,215.65,34647.96,816.5989999999999,0,501.534,0,40.533,137.151,69.8,58.9,"2018-02-02","2018-02-02",20,62,60,1
201802,21,37200,178.6,121.05,33911.09,0,0,1101,0,0,216.79,69.8,58.9,"2018-02-02","2018-02-02",21,253.4,183,1
201802,22,36400,190,121.05,33702.58,0,0,1195.8,0,0,234.044,69.8,58.9,"2018-02-02","2018-02-02",22,253.4,183,1
201802,23,35400,137,125,32547.9,0,0,180.727,0,0,0.02,69.8,58.9,"2018-02-02",NULL,NULL,NULL,NULL,0
201802,0,33900,201.64,131.74,30780.66,0,0,931.801,0,0,195.63099999999997,58.8,77.8,"2018-02-03","2018-02-03",0,7.35,3,1
201802,1,31800,179.98,179.98,28492.25,152.667,0,0,0,21.689,0,58.8,77.8,"2018-02-03",NULL,NULL,NULL,NULL,0
201802,2,30200,140,140,27190.23,NULL,NULL,NULL,NULL,NULL,NULL,58.8,77.8,"2018-02-03",NULL,NULL,NULL,NULL,0
201802,3,29400,159.66,159.66,26232.72,32.7,0,0,0,4.025,0,58.8,77.8,"2018-02-03","2018-02-03",3,125,0,1
201802,4,29000,159.65,159.65,26029.07,NULL,NULL,NULL,NULL,NULL,NULL,58.8,74.8,"2018-02-03","2018-02-03",4,122,102,1
201802,5,29200,149.95,149.95,26100.85,NULL,NULL,NULL,NULL,NULL,NULL,58.8,74.8,"2018-02-03","2018-02-03",5,63,0,1
201802,6,29700,172.99,170,26497,0,0,389.334,0,0,86.09,58.8,74.8,"2018-02-03",NULL,NULL,NULL,NULL,0
201802,7,29800,139.22,139.22,27607.51,NULL,NULL,NULL,NULL,NULL,NULL,29,98.14,"2018-02-03","2018-02-03",7,215,51,1
201802,7,30800,149.94,149.94,27374.27,326.5,0,359.81800000000004,0,62.833,84.59200000000001,58.8,74.8,"2018-02-03","2018-02-03",7,215,51,1
201802,8,33800,149.95,149.94,30173.87,402.601,0,617.634,0,21.598000000000003,18.211,58.8,59.8,"2018-02-03","2018-02-03",8,68.74,0,1
201802,9,37100,210.06,210.06,32630.03,367.334,0,150.733,0,315.882,1.256,58.8,59.8,"2018-02-03","2018-02-03",9,259.14,170,1
201802,10,38200,215.61,215.61,33153.14,70.834,0,83.333,0,8.334,0,58.8,59.8,"2018-02-03","2018-02-03",10,1531,440,1
201802,11,38700,216.27,216.27,33714.33,483.901,0,70.834,0,282.478,0,58.8,59.8,"2018-02-03",NULL,NULL,NULL,NULL,0
201802,12,37600,215.41,215.41,32666.02,1327.95,0,25,0,741.273,6,58.13,50.02,"2018-02-03",NULL,NULL,NULL,NULL,0
201802,13,37600,204.8,204.8,32709.13,633,0,0,0,300,0,58.13,50.02,"2018-02-03","2018-02-03",13,845,521,1
201802,14,37100,164,178,32388.42,1024.85,0,0,0,273.551,0,58.13,50.02,"2018-02-03",NULL,NULL,NULL,NULL,0
201802,15,36400,149.67,164.67,31800.23,779,0,0,0,78.72,0,58.13,50.02,"2018-02-03","2018-02-03",15,883.4,610,1
201802,16,36100,130.07,145.07,31757.68,677.05,0,0,0,110.22,0,58.13,58,"2018-02-03","2018-02-03",16,860.75,713,1
201802,17,36600,125.01,125.01,32347.66,0,0,62.5,0,0,NULL,58.13,58,"2018-02-03","2018-02-03",17,215,80,1
201802,18,38100,210.01,210.01,33762.68,666,0,70.833,0,369.94,0,58.13,58,"2018-02-03","2018-02-03",18,278,106,1
201802,19,37900,215.4,215.4,33576.31,338.417,0,119.5,0,167.1,5.85,58.13,58,"2018-02-03","2018-02-03",19,215,131,1
201802,20,36900,216.24,190,32677.01,0,0,312.33299999999997,0,0,2.85,58.13,60,"2018-02-03","2018-02-03",20,455,186,1
201802,21,37900,183.98,183.98,33785.18,NULL,NULL,NULL,NULL,NULL,NULL,54.9,45.01,"2018-02-03","2018-02-03",21,1570,495,1
201802,21,35800,215.29,215.29,32046.44,0,0,37.216,0,0,0.25,58.13,60,"2018-02-03","2018-02-03",21,1570,495,1
201802,0,32500,205.79,125,29082.19,0,0,1296.315,0,0,165.02700000000002,54.9,79.98,"2018-02-04","2018-02-04",0,1330,440,1
201802,1,30500,130,130,26803.57,282.499,0,737,0,15.379000000000001,68.867,54.9,79.98,"2018-02-04","2018-02-04",1,234.45,0,1
201802,2,28900,88.26,104.58,25137.9,344.785,0,63.483000000000004,0,6.117999999999999,0,54.9,79.98,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,3,27900,98.95,115.28,24094.01,461.48199999999997,0,88,0,76.169,21.4,54.9,79.98,"2018-02-04","2018-02-04",3,270,185,1
201802,4,27300,125.01,126,23971.6,306.15,0,124.167,0,90.586,0,54.9,98.04,"2018-02-04","2018-02-04",4,270,195,1
201802,5,27300,125,113,23920.18,0,0,298,0,0,NULL,54.9,98.04,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,6,27300,144.95,120,24004.34,0,0,275,0,0,0,54.9,98.04,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,7,27400,129.99,113,24107.93,0,0,206.282,0,0,20.583000000000002,54.9,98.04,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,8,27300,129.99,105,24255.05,0,0,933.1,0,0,92.88799999999999,49.9,87.17,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,9,28600,125.01,113,25506.84,0,0,763.6510000000001,0,0,5.685,49.9,87.17,"2018-02-04","2018-02-04",9,738.98,484,1
201802,10,29700,200.99,170.53,26791.83,0,0,583.5840000000001,0,0,8.446,49.9,87.17,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,11,30400,205.8,175.53,27643.11,0,0,602.599,0,0,0.13,49.9,87.17,"2018-02-04","2018-02-04",11,17,0,1
201802,12,30400,125,125,27166.52,0,0,38.499,0,0,NULL,59.9,80,"2018-02-04","2018-02-04",12,1530,470,1
201802,13,30700,125,135.26,27204.32,557.567,0,0,0,194.44,0,59.9,80,"2018-02-04","2018-02-04",13,140.24,0,1
201802,14,30100,98.94,119,26786.85,821.6339999999999,0,0,0,99.557,0,59.9,80,"2018-02-04","2018-02-04",14,129.57999999999998,0,1
201802,15,30400,29.99,79.99,26783.31,1126.3339999999998,0,0,0,143.878,0,59.9,80,"2018-02-04","2018-02-04",15,150,0,1
201802,16,31100,65.01,85,27227.97,495.967,0,0,0,15.187000000000001,0,59.9,73.8,"2018-02-04","2018-02-04",16,755,470,1
201802,17,32200,129.99,113,28513.63,141.066,0,547.25,0,75.566,4.8,59.9,73.8,"2018-02-04","2018-02-04",17,630,470,1
201802,18,34500,215.38,184.53,30598.74,0,0,468,0,0,9,59.9,73.8,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,19,34800,218.02,160,31199.13,0,0,1215.7169999999999,0,0,231.612,59.9,73.8,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,20,34300,217.05,125,30634.07,0,0,1810.999,0,0,313.945,54.9,80.08,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,21,33600,216.62,122.01,29928.95,0,0,1840.4,0,0,240.518,54.9,80.08,"2018-02-04","2018-02-04",21,990,825,1
201802,22,35500,169.08,168.08,31649.44,0,0,122.583,0,0,2,58.13,60,"2018-02-04",NULL,NULL,NULL,NULL,0
201802,23,34600,98.94,98.94,30637.57,0,0,19.465999999999998,0,0,1,58.13,60,"2018-02-04","2018-02-04",23,365,241,1
201802,0,31000,184.98,126.01,27841.09,0,0,1135.21,0,0,116.31,54.9,66.67,"2018-02-05","2018-02-05",0,2362.7,610,1
201802,1,29400,178.98,126.01,25835.07,0,0,1123.017,0,0,389.653,54.9,66.67,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,2,28100,178.99,126.11,24987.72,71.5,0,633.4,0,0.011000000000000001,81.91,54.9,66.67,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,3,27600,161.99,113,24375.58,0,0,1161.4,0,0,235.21,54.9,66.67,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,4,27300,168.91,114,24142.27,0,0,1075,0,0,170.43,54.9,66.98,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,5,27700,178.98,120,24329.75,0,0,1072.548,0,0,176.743,54.9,66.98,"2018-02-05","2018-02-05",5,240,0,1
201802,6,28900,184.98,126.01,25120.16,0,0,1047.7,0,0,82.766,54.9,66.98,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,7,32700,169.11,169.11,27475.21,698.686,0,519.099,0,157.262,263.709,54.9,66.98,"2018-02-05","2018-02-05",7,430,89,1
201802,8,37600,174.99,183.88,32299.71,595.25,0,242.55,0,96.31,0.13699999999999998,55.15,58.98,"2018-02-05","2018-02-05",8,340,60,1
201802,9,40700,216.57,230,35195.54,989,0,42.467,0,232.226,1,55.15,58.98,"2018-02-05","2018-02-05",9,83.5,0,1
201802,10,41400,216.37,228.26,35737.15,1030,0,75,0,265.89,0,55.15,58.98,"2018-02-05","2018-02-05",10,1230,865,1
201802,11,41700,216.38,226.38,36227.22,862.85,0,98.7,0,244.39,1.6280000000000001,55.15,58.98,"2018-02-05","2018-02-05",11,942.55,535,1
201802,12,39900,177.21,150,34639.69,0,0,577.349,0,0,157.257,58.9,46.9,"2018-02-05","2018-02-05",12,19.56,0,1
201802,13,40000,204.79,140,34941.94,0,0,974.3839999999999,0,0,211.447,58.9,46.9,"2018-02-05","2018-02-05",13,24,0,1
201802,14,40300,215.96,130,35358.43,0,0,1099.118,0,0,227.949,58.9,46.9,"2018-02-05","2018-02-05",14,713.28,612,1
201802,15,39900,215.86,130,34913.25,0,0,1335,0,0,210.077,58.9,46.9,"2018-02-05","2018-02-05",15,754,320,1
201802,16,40300,217.41,130,35481.95,37.5,0,1417,0,35,98.305,58.9,45.89,"2018-02-05","2018-02-05",16,24,0,1
201802,17,41000,216.93,130,35960.51,0,0,1062.45,0,0,101.42,58.9,45.89,"2018-02-05","2018-02-05",17,22.51,10,1
201802,18,41200,216.25,130,36368.19,0,0,922.4169999999999,0,0,47.97,58.9,45.89,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,19,40000,175.75,130,35756.78,0,0,236.533,0,0,24.4,58.9,45.89,"2018-02-05",NULL,NULL,NULL,NULL,0
201802,20,39000,183.99,127.27,34761.77,0,0,591.5,0,0,83.67,54.9,45.01,"2018-02-05","2018-02-05",20,420,200,1
201802,22,33500,215.59,156.69,29358.24,0,0,1158,0,0,150.08,54.9,80.08,"2018-02-05","2018-02-05",22,420,296,1
201802,22,37200,189.99,140,33379.63,0,0,474.217,0,0,65.512,54.9,45.01,"2018-02-05","2018-02-05",22,420,296,1
201802,23,32500,185,160,28397.6,0,0,164.332,0,0,5,54.9,80.08,"2018-02-05","2018-02-05",23,420,341,1
201802,0,33400,191.75,139.17,30506.15,0,0,952.15,0,0,116.28,44.8,47.8,"2018-02-06","2018-02-06",0,1145,660,1
201802,1,31600,177.49,137.49,28111.9,0,0,511.767,0,0,110.06,44.8,47.8,"2018-02-06","2018-02-06",1,420,189,1
201802,2,30300,179.64,139.64,26885.32,0,0,510,0,0,100.29,44.8,47.8,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,3,29500,162,131.53,26172.89,0,0,370,0,0,55.78,44.8,47.8,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,4,29400,157,126.53,26020.13,0,0,315,0,0,43.6,49.9,54.14,"2018-02-06","2018-02-06",4,420,200,1
201802,5,29700,162,122,26422.55,0,0,477,0,0,42.48,49.9,54.14,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,6,30700,168.99,138.53,27221.07,0,0,437.04900000000004,0,0,37.36,49.9,54.14,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,7,33400,184.98,185,29299.8,325.91700000000003,0,38.133,0,103.553,0,49.9,54.14,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,8,37900,181.9,191.9,32941.72,1414.483,0,195.584,0,273.759,0,59.9,57,"2018-02-06","2018-02-06",8,1077.4,250,1
201802,9,41000,216.29,226,35491.17,1014.235,0,62.067,0,293.455,0,59.9,57,"2018-02-06","2018-02-06",9,927.4,450,1
201802,10,41600,215.93,215.93,35659.25,0,0,79.899,0,0,1,59.9,57,"2018-02-06","2018-02-06",10,927.4,450,1
201802,11,41900,215.69,215.69,35725.25,0,0,193.899,0,0,NULL,59.9,57,"2018-02-06","2018-02-06",11,1597,700,1
201802,12,40500,181.9,125,34677.83,0,0,973.6519999999999,0,0,133.003,59.9,47.98,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,13,40900,204.8,125.76,34844.67,0,0,1544.266,0,0,115.412,59.9,47.98,"2018-02-06",NULL,NULL,NULL,NULL,0
201802,14,41200,215.43,127.27,35298.86,0,0,1635,0,0,92.21,59.9,47.98,"2018-02-06","2018-02-06",14,15,0,1
201802,15,41200,215.48,127.27,35037.33,0,0,1571,0,0,139.48,59.9,47.98,"2018-02-06","2018-02-06",15,995.78,495,1
201802,16,41400,216.93,130,35289.87,0,0,1625,0,0,190.57,59.9,45.49,"2018-02-06","2018-02-06",16,280.8,135,1
201802,17,41700,216.06,127.27,35902.74,0,0,1463,0,0,120.7,59.9,45.49,"2018-02-06","2018-02-06",17,433.8,234,1
201802,18,41300,217.47,157.6,36588.81,0,0,632,0,0,55.26,59.9,45.49,"2018-02-06","2018-02-06",18,270,145,1
201802,19,40000,215.13,215.13,36005.01,275,0,0,0,22.3,0,59.9,45.49,"2018-02-06","2018-02-06",19,395,230,1
201802,20,39000,215.58,215.58,34965,123.75,0,0,0,8.7,0,54.9,45.2,"2018-02-06","2018-02-06",20,150,76,1
201802,21,37800,214.8,214.8,34007.77,NULL,NULL,NULL,NULL,NULL,NULL,54.9,45.2,"2018-02-06","2018-02-06",21,420,261,1
201802,22,37300,190,190,33843.64,NULL,NULL,NULL,NULL,NULL,NULL,54.9,45.2,"2018-02-06","2018-02-06",22,150,76,1
201802,23,36000,181.9,140,32224.34,0,0,237.417,0,0,10.597000000000001,54.9,45.01,"2018-02-06","2018-02-06",23,150,76,1
201802,0,33500,200.19,129.33,30389.6,0,0,1036.7169999999999,0,0,91.022,44.8,42.12,"2018-02-07","2018-02-07",0,990,495,1
201802,1,31300,176.98,176.98,28115.97,0,0,312.067,0,0,19.8,44.8,42.12,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,2,29800,149.99,149.99,26715.43,480.88300000000004,0,0,0,208.85299999999998,0,44.8,42.12,"2018-02-07","2018-02-07",2,190,120,1
201802,3,28800,161.99,161.99,25987.25,515,0,0,0,300.99,0,44.8,42.12,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,4,28600,149.98,159.98,25803.87,698.85,0,0,0,285.39799999999997,0,49.9,39.8,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,5,28800,129.99,129.99,26128.21,NULL,NULL,NULL,NULL,NULL,NULL,49.9,39.8,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,6,29800,149.99,149.99,26882.78,411.25,0,0,0,210.41,0,49.9,39.8,"2018-02-07","2018-02-07",6,283,190,1
201802,7,31900,194.95,194.95,28864.92,1498.6670000000001,0,0,0,854.797,0,49.9,39.8,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,8,36100,200,205,33222.81,1533.865,0,144.8,0,313.122,0,49.9,58.92,"2018-02-07","2018-02-07",8,258,1,1
201802,9,38700,216.43,216.43,35483.02,605.701,0,162.232,0,94.01799999999999,4.11,49.9,58.92,"2018-02-07","2018-02-07",9,299.52,182,1
201802,10,39000,215.83,215.83,35681.95,0,0,428,0,0,15,49.9,58.92,"2018-02-07","2018-02-07",10,24,0,1
201802,11,39100,215.39,172.51,35801.88,0,0,983.299,0,0,198.77,49.9,58.92,"2018-02-07","2018-02-07",11,1014,660,1
201802,12,37700,174.99,129.33,33987.64,0,0,1887.15,0,0,510.531,49.9,56.79,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,13,37700,175,129.33,33542.65,0,0,2342.132,0,0,580.243,49.9,56.79,"2018-02-07","2018-02-07",13,1794.3,865,1
201802,14,37700,175.06,175.06,33842.44,0,0,359.18199999999996,0,0,85.39,49.9,56.79,"2018-02-07","2018-02-07",14,11.14,2,1
201802,15,37500,170.21,170.21,33561.17,0,0,138,0,0,70.84,49.9,56.79,"2018-02-07","2018-02-07",15,1052,885,1
201802,16,37700,195.06,195.06,33769.79,116.666,0,236,0,0,79.64,49.9,58.14,"2018-02-07","2018-02-07",16,1784.73,675,1
201802,17,37700,169,174,34109.88,223.667,0,25.3,0,15.22,2.0469999999999997,49.9,58.14,"2018-02-07","2018-02-07",17,1436,412,1
201802,18,38700,169,178.9,34953.04,616.15,0,0,0,295.60200000000003,0,49.9,58.14,"2018-02-07","2018-02-07",18,887.74,401,1
201802,19,38300,167,185,34372.98,1924,0,0,0,507.73699999999997,0,49.9,58.14,"2018-02-07","2018-02-07",19,2650,760,1
201802,20,37800,189.79,189.79,33353.23,1424.7160000000001,0,0,0,65.24,0,44.8,43.19,"2018-02-07","2018-02-07",20,5.78,3,1
201802,21,36700,179.99,179.99,32715.97,940.8,0,0,0,70.8,0,44.8,43.19,"2018-02-07","2018-02-07",21,1680,890,1
201802,22,36100,172.99,172.99,32530.85,432,0,0,0,32,0,44.8,43.19,"2018-02-07",NULL,NULL,NULL,NULL,0
201802,23,35700,189.99,151,32568.53,0,0,397.85,0,0,63.218,54.9,45.2,"2018-02-07","2018-02-07",23,1320,660,1
201802,0,32200,178.54,178.54,29096.01,270.166,0,0,0,90.28299999999999,0,39.8,60.1,"2018-02-08","2018-02-08",0,4337,1620,1
201802,1,30100,176.21,181.21,27067.89,2509.317,0,14.583,0,1242.037,3,39.8,60.1,"2018-02-08","2018-02-08",1,797.4,0,1
201802,2,29100,160.98,175.9,26101.78,1392,0,0,0,242.873,0,39.8,60.1,"2018-02-08","2018-02-08",2,1445,910,1
201802,3,28400,152,175,25412.12,1379.1329999999998,0,0,0,231.921,0,39.8,60.1,"2018-02-08","2018-02-08",3,215,130,1
201802,4,28300,129.99,146.27,25444.56,871.2489999999999,0,0,0,229.477,0,40,67.16,"2018-02-08","2018-02-08",4,1680,1160,1
201802,5,28700,152.8,154,25622.18,226.268,0,0,0,127.772,0,40,67.16,"2018-02-08","2018-02-08",5,1330.2,1051,1
201802,6,29900,175.21,175.21,27026.51,NULL,NULL,NULL,NULL,NULL,NULL,40,67.16,"2018-02-08","2018-02-08",6,1680,1390,1
201802,7,32400,178,179.8,28135.69,1399.616,0,12.917,0,887.273,0,40,67.16,"2018-02-08","2018-02-08",7,3330,2025,1
201802,8,36700,175.06,180.06,32482.84,2107.0660000000003,0,200,0,791.2,1.75,48,58,"2018-02-08","2018-02-08",8,10.2,5,1
201802,9,38300,205.04,205.04,34385.65,485.798,0,225.2,0,25.47,0.14800000000000002,48,58,"2018-02-08","2018-02-08",9,1138,0,1
201802,10,38300,204.79,204.79,34712.49,145.517,0,94.55,0,0,0,48,58,"2018-02-08","2018-02-08",10,360,215,1
201802,11,38600,204.8,204.8,35296.83,0,0,13.3,0,0,NULL,48,58,"2018-02-08","2018-02-08",11,420,200,1
201802,12,36200,163.01,163.01,33324.84,0,0,62.466,0,0,0.447,43.8,54.89,"2018-02-08","2018-02-08",12,780,396,1
201802,13,36200,152.99,152.99,33159.65,116.666,0,156.566,0,0,1.69,43.8,54.89,"2018-02-08","2018-02-08",13,502.5,20,1
201802,14,36500,160.98,172.9,33522.79,1234.884,0,0,0,325.126,0,43.8,54.89,"2018-02-08","2018-02-08",14,5.68,2,1
201802,15,36300,160.98,178,33181.38,1684.1670000000001,0,0,0,229.67,0,43.8,54.89,"2018-02-08","2018-02-08",15,651.6800000000001,272,1
201802,16,36800,173.01,180,33350.69,1735.217,0,0,0,324.267,0,43.8,48.8,"2018-02-08","2018-02-08",16,1836.7,519,1
201802,17,37600,175.06,180,34224.68,1612,0,0,0,161.2,0,43.8,48.8,"2018-02-08","2018-02-08",17,1997.7,640,1
201802,18,38600,175.06,180.06,34876.24,1229,0,0,0,174,0,43.8,48.8,"2018-02-08","2018-02-08",18,780,410,1
201802,19,38500,182.28,198,34477.5,2023.5,0,0,0,223.507,0,43.8,48.8,"2018-02-08","2018-02-08",19,997.53,446,1
201802,20,37700,201.64,206.64,33549.59,3202.816,0,0,0,992.433,0,43,48.8,"2018-02-08","2018-02-08",20,360,210,1
201802,21,36700,199.99,201,32528.51,1896,0,0,0,962.9,0,43,48.8,"2018-02-08","2018-02-08",21,582.82,244,1
201802,22,35900,175,180,32302.91,1202.8,0,0,0,216.59,0,43,48.8,"2018-02-08","2018-02-08",22,360,230,1
201802,23,34800,161.99,179,31679.79,1303.8,0,110,0,299.447,2.25,44.8,43.19,"2018-02-08","2018-02-08",23,555,0,1
201802,0,32100,196.99,198,28293.48,1463.1170000000002,0,44.917,0,354.61699999999996,0.731,39.9,47.89,"2018-02-09","2018-02-09",0,3172.33,2035,1
201802,1,29900,196.98,196.98,26391.65,1218.617,0,0,0,157.9,0,39.9,47.89,"2018-02-09","2018-02-09",1,724,624,1
201802,2,28900,130,146.28,25182.68,1104.067,0,0,0,312.263,0,39.9,47.89,"2018-02-09","2018-02-09",2,2009,822,1
