Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh),KARAPINAR_Windy Estimated Cloudiness Rate (%),KARAPINAR_Windy Final (%),KARAPINAR_Final Production (MWh),KARAPINAR_KGUP (MWh),KARAPINAR_Actual KGUP (MWh),KIVANC_Windy Estimated Cloudiness Rate (%),KIVANC_Windy Final (%),KIVANC_Final Production (MWh),KIVANC_KGUP (MWh),KIVANC_Actual KGUP (MWh),TEKSIN_Windy Estimated Cloudiness Rate (%),TEKSIN_Windy Final (%),TEKSIN_Final Production (MWh),TEKSIN_KGUP (MWh),TEKSIN_Actual KGUP (MWh),CINGILLI_Windy Estimated Cloudiness Rate (%),CINGILLI_Windy Final (%),CINGILLI_Final Production (MWh),CINGILLI_KGUP (MWh),CINGILLI_Actual KGUP (MWh),BUYUKALAN_Windy Estimated Cloudiness Rate (%),BUYUKALAN_Windy Final (%),BUYUKALAN_Final Production (MWh),BUYUKALAN_KGUP (MWh),BUYUKALAN_Actual KGUP (MWh),Balikesir_Windy Estimated Wind Rate (m/s),Balikesir_Windy Final (m/s),Balikesir_Final Production (MWh),Balikesir_KGUP (MWh),Balikesir_Actual KGUP (MWh),Gokcedag_Windy Estimated Wind Rate (m/s),Gokcedag_Windy Final (m/s),Gokcedag_Final Production (MWh),Gokcedag_KGUP (MWh),Gokcedag_Actual KGUP (MWh),Dinar_Windy Estimated Wind Rate (m/s),Dinar_Windy Final (m/s),Dinar_Final Production (MWh),Dinar_KGUP (MWh),Dinar_Actual KGUP (MWh),Ucpinar_Windy Estimated Wind Rate (m/s),Ucpinar_Windy Final (m/s),Ucpinar_Final Production (MWh),Ucpinar_KGUP (MWh),Ucpinar_Actual KGUP (MWh),Geycek_Windy Estimated Wind Rate (m/s),Geycek_Windy Final (m/s),Geycek_Final Production (MWh),Geycek_KGUP (MWh),Geycek_Actual KGUP (MWh),TALEP_Yuk Tahmin Plani (MWh)
13/05/2021 17:00,28432.00,29808.80,346.45,19865.70,19865.70,23114.43,5.00,0.00,0.00,0.00,0.00,1855.32,0.00,0.00,14.55,18,0,153.39,170,170,17,0,13.92,15.55,15.55,5,0,11.67,10.5,10.6,8,0,10.2,9.8,9.8,0,0,0.03,3.9,3.9,5,5,111,91.2,91.2,3,3,64,73,47.8,3,4,152,110.4,150,5,5,36.03,44.1,48.7,2,2,36,37.4,45.6,28432.00
13/05/2021 18:00,28464.00,29753.30,353.05,20181.80,20181.80,24471.74,5.00,108.08,0.00,0.00,0.00,1948.00,0.00,0.00,38.94,18,1,62.23,72,72,17,2,1.12,6,6,5,1,3.35,3.3,3.4,8,7,3.06,3.3,3.3,0,8,0.03,1.9,1.9,5,4,96,89.3,89.3,3,3,73,76,49.64,3,4,146,101,131,5,5,45.44,44.2,46.1,2,3,30,32.1,26,28464.00
13/05/2021 19:00,29378.00,29941.40,362.11,20470.80,20470.70,25611.68,166.00,42.50,0.00,0.00,0.00,1772.52,0.00,0.00,55.99,18,1,5.73,9,9,17,2,0,0.4,0.4,5,1,0.4,0.6,0.6,8,7,0.26,0.2,0.2,0,8,0,0,0,5,4,43,81.9,81.9,3,3,75,78,48.8,3,3,100,85.4,85.4,5,5,44.69,46,43.7,2,3,36,22.7,19.83,29378.00
13/05/2021 20:00,29579.00,30436.20,373.77,21062.20,21062.20,26534.43,201.56,0.00,0.00,0.00,0.00,829.67,0.00,0.00,23.48,0,1,0,0,0,17,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,31,69.7,69.7,1,1,82,79,58.62,2,2,71,65.6,108,3,3,35.87,52.4,52.4,2,3,22,17.9,15.31,29579.00
13/05/2021 21:00,30391.00,30320.60,372.78,21147.50,21147.60,26427.16,327.91,0.00,0.00,0.00,0.00,463.48,0.00,0.00,1.46,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,28,59.7,59.7,1,1,84,78,59.43,2,2,61,52.7,73.7,3,3,53.97,56.8,56.8,2,1,16,30.1,18,30391.00
13/05/2021 22:00,30521.00,29965.80,363.72,20579.10,20579.10,25601.66,300.00,0.00,0.00,0.00,0.00,549.60,0.00,0.00,20.03,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,33,54.6,54.6,1,1,91,75,67.92,2,2,70,40.8,54.8,3,3,52.44,59,56.5,2,1,18,66.8,61.24,30521.00
13/05/2021 23:00,30234.00,29897.20,355.66,19903.50,19903.40,24779.06,395.65,331.82,0.00,0.00,40.88,140.47,0.00,0.00,0.00,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,44,49.2,49.2,1,1,95,73,66.44,2,2,27,30.8,70.8,2,3,38.69,62.4,54.2,2,1,51,94.9,90.5,30234.00
14/05/2021 00:00,25545.00,31264.20,365.90,19053.80,19053.70,24594.89,200.00,0.00,0.00,0.00,0.00,887.97,0.00,0.00,121.95,0,11,0,0,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,16,38.7,38.7,1,,83,62,63.58,2,1,46,27.2,27.2,2,3,36.97,60.5,50.6,2,2,56,102.4,84.4,25545.00
14/05/2021 01:00,23545.00,27876.40,356.41,19646.20,19646.20,23207.04,9.00,0.00,0.00,0.00,0.00,1491.28,0.00,0.00,341.06,8,11,0,0,0,0,6,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,20,36.8,36.8,1,1,69,59,70.36,2,1,43,24.4,36.4,2,3,37.94,45.5,49.5,2,2,76,95.8,74.53,23545.00
14/05/2021 02:00,23212.00,27450.30,351.73,18969.10,18969.10,22082.90,10.00,36.00,0.00,0.00,0.00,1385.00,0.00,0.00,200.55,8,11,0,0,0,0,6,0,0,0,5,2,0,0,0,0,1,0,0,0,9,0,0,0,0,2,2,25,37.6,37.6,1,1,58,51,67.57,2,1,54,23.1,43.1,1,3,40.34,46.7,49.9,2,2,53,83.3,55.2,23212.00
14/05/2021 03:00,22446.00,27311.50,346.69,18300.60,18300.60,21283.16,266.69,106.42,0.00,0.00,0.00,673.38,0.00,0.00,19.50,8,11,0,0,0,0,6,0,0,0,5,2,0,0,0,0,1,0,0,0,9,0,0,0,0,2,2,11,39.1,39.1,1,1,57,44,56.56,2,1,52,23.4,47.4,1,3,49.09,46.4,52.1,2,2,45,66.9,50.67,22446.00
14/05/2021 04:00,22078.00,27151.40,342.15,17767.10,17767.10,20689.91,272.00,0.00,0.00,0.00,0.00,414.00,0.00,0.00,15.32,8,11,0,0,0,0,6,0.62,0,0,5,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,11,39.6,39.6,1,1,44,39,42.7,1,1,51,24,49,1,3,44.84,46.1,52.1,2,2,22,48.9,28.71,22078.00
14/05/2021 05:00,21529.00,26765.50,341.71,17164.40,17164.30,20136.20,168.00,0.00,0.00,0.00,0.00,663.52,0.00,0.00,73.20,8,11,0.9,1,1,4,6,1.41,0.1,0.1,0,2,0.07,0.1,0.1,1,1,0.03,0,0,1,0,0,2.2,2.2,2,2,8,38.6,38.6,1,1,44,33,34.1,1,1,39,25.3,47.3,3,3,52.69,43.7,49,2,2,12,35.4,19.81,21529.00
14/05/2021 06:00,21279.00,26619.70,299.49,16808.10,16808.00,19433.04,5.00,218.65,0.00,0.00,7.04,1709.87,0.00,0.00,308.43,2,11,41.87,48.7,48.7,4,6,15.13,3.4,3.4,0,2,1.43,1.4,1.4,1,1,1.2,1.5,1.5,1,0,0,5.71,5.71,2,2,18,35.4,35.4,1,1,32,27,26.01,1,1,31,26,40,3,3,36,45.3,47.7,2,2,8,24.6,15.4,21279.00
14/05/2021 07:00,21341.00,27409.50,199.99,17374.80,17374.90,19206.79,0.00,32.50,0.00,0.00,0.00,1560.00,0.00,0.00,64.95,2,11,136.15,150,150,26,6,15.13,15.55,15.55,0,2,7.95,7.1,7.3,8,1,6.42,7,7,1,0,0.03,8.54,8.54,2,2,14,28.6,28.6,1,1,27,19,24,2,1,34,22.9,32,5,3,25.47,42.7,49.2,2,2,4,14.1,10.1,21341.00
14/05/2021 08:00,22953.00,28547.50,150.01,18279.50,18279.60,19250.06,0.00,0.00,0.00,0.00,0.00,1258.28,0.00,0.00,46.34,2,11,189.79,196,196,26,7,15.13,15.55,15.55,0,0,17.47,16.4,16.4,8,8,14.25,14.6,14.6,1,0,0.07,10.67,10.67,2,2,15,22.7,22.7,1,1,17,15,24.7,2,2,42,18.7,29.7,5,4,11.84,42.3,38.8,2,2,8,8.9,5.24,22953.00
14/05/2021 09:00,25049.00,30044.70,179.99,19610.00,19610.10,19484.67,149.99,0.00,0.00,0.00,0.00,411.12,0.00,0.00,15.69,1,2,196.62,198,198,16,7,15.13,15.55,15.55,1,0,25.25,24.1,24.5,8,8,20.44,20.8,20.8,0,0,0.11,11.91,11.91,2,3,13,32.8,32.8,1,1,9,15,15.5,2,2,20,20.9,40.9,5,4,24.13,36.1,29.6,2,2,10,9.2,3.2,25049.00
14/05/2021 10:00,25569.00,30664.10,161.75,20313.10,20313.20,19965.79,170.75,25.17,0.00,0.00,2.40,0.00,0.00,0.00,0.00,0,2,197.87,198,198,16,7,15.13,15.55,15.55,1,0,31.04,29.9,30.1,8,8,23.92,24.1,24.1,0,0,0.15,12.24,12.24,2,3,23,53.9,53.9,1,1,3,17,18.2,2,2,16,30.5,30.5,7,4,31.44,38.8,26.7,2,2,12,14.7,5.9,25569.00
14/05/2021 11:00,25968.00,31149.70,179.99,20846.00,20846.10,20272.58,207.99,141.00,0.00,0.00,20.08,0.00,0.00,0.00,0.00,0,2,197.44,198,198,16,7,15.13,15.55,15.55,0,0,32.98,30.11,30.11,0,8,24.91,25.1,24.84,0,0,0.18,12.05,12.05,4,3,73,67.9,67.9,2,1,9,23,17.4,3,2,30,44,24,7,7,37.25,47.9,35.4,3,2,24,23.9,17.66,25968.00
14/05/2021 12:00,25347.00,31437.30,164.64,21025.10,21025.20,20446.99,192.64,163.00,0.00,0.00,18.08,0.00,0.00,0.00,0.00,0,2,198.05,198,198,5,12,15.13,15.55,15.55,0,0,33.06,30.11,30.11,0,0,25.59,25.2,25.2,0,0,0.18,11.86,11.86,4,3,83,75.6,75.6,3,2,26,36,27.63,3,3,60,57.9,40,7,7,47,52.8,38,3,3,37,29.8,30.38,25347.00
14/05/2021 13:00,25177.00,31635.30,200.00,21094.80,21094.90,21051.51,200.00,163.25,0.00,0.00,25.20,0.00,0.00,0.00,0.00,0,0,197.45,198,198,5,12,15.13,15.55,15.55,1,0,33.08,30.11,30.21,0,0,26,24.7,24.2,0,0,0.18,11.26,11.26,4,3,105,80.7,80.7,3,2,39,52,44.4,3,3,115,70.6,60,7,7,43.88,50.6,37.4,3,3,22,32.3,29.9,25177.00
14/05/2021 14:00,26302.00,31527.90,299.21,21117.60,21117.50,21866.20,249.21,0.00,0.00,0.00,0.00,234.63,0.00,0.00,13.91,0,0,197.93,198,198,5,12,15.13,15.55,15.55,1,0,32.45,30.11,30.81,0,0,24.57,23.6,23.6,0,0,0.15,10.25,10.25,4,5,116,81.9,81.9,3,2,67,66,55.01,4,4,107,82.8,82.8,7,7,46.75,50.8,37.2,3,3,37,40.5,31.78,26302.00
14/05/2021 15:00,26389.00,31479.00,299.77,20979.80,20979.80,22676.50,166.00,0.00,0.00,0.00,0.00,850.47,0.00,0.00,145.43,0,0,197.14,196,196,5,12,15.13,15.55,15.55,1,0,28,24,25.1,0,0,21.77,21,21.56,0,0,0.15,8.82,8.82,4,5,106,81.1,81.1,3,3,79,74,59.83,3,4,121,101.7,111.7,5,7,49.84,50,41.6,4,3,52,45,31.7,26389.00
14/05/2021 16:00,26572.00,31105.80,342.88,20845.50,20845.40,23389.71,10.00,0.00,0.00,0.00,0.00,1134.00,0.00,0.00,51.14,0,0,194.98,182.3,182.3,0,12,15.13,15.55,15.55,1,0,20.94,17.7,18,0,0,17.12,16,17.2,0,0,0.11,6.99,6.99,4,5,97,77.5,77.5,3,3,82,76,58.41,3,4,159,115,115,5,6,46.5,46,46,4,3,45,44.4,39.8,26572.00
14/05/2021 17:00,26702.00,31099.00,351.40,20853.50,20853.50,24727.36,110.00,127.72,0.00,0.00,0.00,1317.83,0.00,0.00,74.87,0,0,160.02,178,178,0,0,6.8,15.55,15.55,0,0,11.9,10.6,10.7,0,0,10.2,9.5,10.25,0,0,0.07,4.75,4.75,4,4,87,66.1,66.1,3,3,77,75,70.7,3,3,169,111.1,131.1,5,6,35.91,41.9,45.4,3,2,69,39.7,26.14,26702.00
14/05/2021 18:00,27009.00,31014.10,372.46,21301.70,21301.60,26005.72,110.00,116.83,0.00,0.00,0.00,1771.25,0.00,0.00,380.19,0,0,65.16,77.4,77.4,0,0,0.53,8,8,0,0,3.28,3.4,3.4,0,0,3.06,3.3,3.4,0,0,0.03,2.42,2.42,4,5,45,49.7,49.7,1,3,76,78,70.4,3,3,165,102.8,152.8,5,6,29.06,36.3,39,3,3,49,25.1,33.5,27009.00
14/05/2021 19:00,27953.00,30784.80,449.99,21508.90,21508.80,27088.89,200.00,0.00,0.00,0.00,0.00,1368.12,0.00,0.00,169.35,0,0,7.99,11.4,11.4,0,0,0,0.4,0.4,0,0,0.38,0.6,0.6,0,0,0.26,0.3,0.3,0,0,0,0,0,4,2,24,39,75,1,1,93,82,76.6,1,3,143,91.2,156.2,3,6,31.69,27.4,26.7,3,2,52,13.3,15.85,27953.00
14/05/2021 20:00,28077.00,31257.30,578.00,21693.10,21692.00,27853.02,573.00,194.42,0.00,0.00,16.75,269.33,0.00,0.00,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,37,31.8,31.8,1,1,96,85,75.1,1,0,121,77.3,147,3,6,25.41,35.1,32.1,3,2,13,9.8,13.3,28077.00
14/05/2021 21:00,28967.00,31084.20,578.00,21768.70,21767.70,27627.77,578.00,352.62,0.00,0.00,16.26,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,18,21,21,1,1,96,86,77.73,2,0,129,61,120,3,4,24.78,29.4,38.4,2,2,26,9.4,17.96,28967.00
14/05/2021 22:00,29006.00,30625.40,499.36,21625.70,21625.80,26977.13,499.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,9,15.8,15.8,1,1,94,87,78.4,2,2,106,42.4,122.4,3,3,24.75,35,36.6,2,2,15,12.3,21.89,29006.00
14/05/2021 23:00,28230.00,30078.00,398.99,21337.90,21337.90,26242.93,399.00,70.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,18,18,1,1,97,85,77.1,2,2,58,32.5,110,3,3,24.09,32.2,36.4,2,2,44,19.5,31,28230.00
15/05/2021 00:00,27741.00,31963.60,365.92,18696.20,18696.20,25124.87,380.00,112.50,0.00,0.00,0.00,55.37,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2,14.7,14.7,1,1,98,85,76.1,2,0,23,22.6,62,3,2,27.59,26.1,34.6,2,1,34,33.4,34.4,27741.00
15/05/2021 01:00,26767.00,28099.20,358.97,19554.90,19554.90,23588.94,380.00,123.67,0.00,0.00,0.00,26.72,0.00,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,12.6,12.6,1,1,98,81,80.5,2,0,3,14.6,21,3,2,26.91,24.5,30.5,2,1,14,30.2,28.2,26767.00
15/05/2021 02:00,26367.00,27762.10,353.13,18786.60,18786.70,22433.46,377.24,120.00,0.00,0.00,0.00,39.50,0.00,0.00,0.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0.1,9,9,1,1,98,75,79.49,2,0,0,7.8,7.8,3,2,21.69,21.6,26.5,2,1,11,20.9,10.74,26367.00
15/05/2021 03:00,25682.00,27644.60,349.58,18249.50,18249.60,21753.14,368.58,70.83,0.00,0.00,2.00,19.60,0.00,0.00,0.00,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,6.6,6.6,1,1,96,69,78.58,0,0,0,3.5,0.2,3,2,16.81,15.9,25.6,2,1,3,14.2,5.93,25682.00
15/05/2021 04:00,25059.00,27699.50,345.36,17785.80,17785.80,21294.55,364.36,75.00,0.00,0.00,1.00,20.83,0.00,0.00,0.00,0,0,0,0,0,1,1,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,5.8,5.8,0,1,92,65,74.4,0,0,1,2.6,0.2,2,2,17.06,14.7,23,2,1,1,9.6,3.8,25059.00
15/05/2021 05:00,23248.00,27291.60,343.57,17203.10,17203.20,20320.30,380.00,395.28,0.00,0.00,200.93,52.50,0.00,0.00,0.00,0,0,1.08,1.2,1.2,1,1,4,0.1,0.1,0,0,0.08,0.1,0.1,0,0,0.03,0,0,0,5,0,0,3.53,1,1,1,6.3,6.3,1,1,82,60,77.55,0,0,14,2.7,0.2,2,2,7.19,13.8,16.2,2,1,3.16,5.2,4.45,23248.00
15/05/2021 06:00,21696.00,27066.70,311.81,16845.70,16845.60,19612.48,311.81,50.00,0.00,0.00,0.36,223.33,0.00,0.00,1.31,0,0,42.54,50.4,50.4,1,1,15.13,2.5,2.5,0,0,1.47,1.5,1.5,0,0,1.2,1.5,1.5,0,5,0,0,7.43,1,1,0,5.9,5.9,1,1,61,53,68.27,0,0,9,3.7,3.7,2,2,5.38,11.5,11.5,1,1,0,2.7,1.6,21696.00
15/05/2021 07:00,21968.00,27236.60,250.00,17222.80,17222.80,19313.85,250.00,27.50,0.00,0.00,0.00,123.47,0.00,0.00,0.00,0,0,140.87,150,150,1,1,15.13,15.55,15.55,0,0,7.92,7.4,7.4,0,0,6.46,7.2,7.2,6,5,0.03,0,9.58,1,1,0,4.2,4.2,1,1,35,40,56.99,0,1,6,2.9,12,2,2,3.63,9.6,9.6,1,1,1.5,1.9,0.9,21968.00
15/05/2021 08:00,24773.00,28395.30,199.99,17885.90,17885.90,19497.77,259.99,437.87,0.00,0.00,129.25,0.00,0.00,0.00,0.00,0,0,187.55,196,196,1,1,15.13,15.55,15.55,0,0,17.38,16.2,16.2,0,0,14.28,15.1,15,0,4,0.07,0.1,10.65,1,0,0,2.7,2.7,1,1,22,30,41.1,0,1,3.07,2.2,2.2,2,2,0.31,5.6,5.6,1,0,3.1,1.4,0.73,24773.00
15/05/2021 09:00,26686.00,29817.60,235.63,19032.70,19032.80,19485.42,310.63,730.00,0.00,0.00,56.81,0.00,0.00,0.00,0.00,0,0,196.61,198.6,198.6,1,1,15.13,15.55,15.55,0,0,25.4,24.1,24.7,0,0,20.56,21.2,21.12,0,4,0.11,0.1,11.13,1,0,0,2.6,2.6,1,1,14,28,28.55,1,1,2.18,1.8,1.8,2,2,0,2.5,2.5,1,0,1.22,1.7,1.4,26686.00
15/05/2021 10:00,27610.00,30365.30,235.64,19621.20,19621.20,19995.79,335.64,1056.25,0.00,0.00,106.56,0.00,0.00,0.00,0.00,0,0,197.72,198.6,198.6,1,1,15.13,15.55,15.55,0,0,30.96,30,31,0,0,24.34,24.3,24.21,0,4,0.15,0.2,11.51,1,0,0,4.1,4.1,1,1,13,24,24.36,1,1,2.45,4.3,4.3,2,2,0.09,2.7,0.8,1,0,0.36,2,2,27610.00
15/05/2021 11:00,28293.00,30533.10,299.98,20183.30,20183.30,20120.52,399.98,1355.30,0.00,0.00,222.29,0.00,0.00,0.00,0.00,23,9,197.91,198.6,198.6,1,0,15.13,15.55,15.55,0,6,33.1,30.11,30.61,0,0,25.13,25.1,25,0,0,0.15,0.2,11.47,1,1,1,5.1,5.1,1,2,12,25,20.41,2,2,10.3,9.5,2.5,1,0,0.25,3.5,2.5,1,0,0,1.8,1.55,28293.00
15/05/2021 12:00,27974.00,30794.70,300.00,20156.50,20156.50,20359.40,430.00,1449.00,0.00,0.00,89.12,0.00,0.00,0.00,0.00,23,9,197.86,186.6,186.6,1,0,15.13,15.55,15.55,21,6,33.05,30.11,30.11,2,0,25.36,25.1,24.9,0,0,0.18,0.2,11.47,1,1,6,5.2,5.2,2,2,18,36,30.6,2,2,34,17.5,14.5,1,0,0.66,6.3,4,1,0,0.15,1.8,0.7,27974.00
15/05/2021 13:00,28514.00,30952.50,275.00,20214.70,20214.70,20863.72,406.00,1584.43,0.00,0.00,281.24,0.00,0.00,0.00,0.00,6,9,197.6,180.6,180.6,5,0,15.13,15.55,15.55,21,6,33.09,30.11,30.41,2,0,24.91,24.8,24.5,0,0,0.18,0.2,11.57,1,1,1,5.5,5.5,3,2,41,52,47.54,2,2,64,26.4,26.4,1,0,0.97,7.3,5.9,1,0,4.37,2.4,2.21,28514.00
15/05/2021 14:00,29586.00,31157.60,238.20,20141.00,20141.10,21218.51,450.00,2101.25,0.00,0.00,250.20,0.00,0.00,0.00,0.00,6,10,197.97,183.2,183.2,9,7,15.13,15.55,15.55,17,6,32.02,30.11,30.61,2,9,23.92,23.4,23.4,0,0,0.18,0.2,11.45,1,2,3,6.5,6.5,3,3,49,65,53.93,2,2,79,33.3,33.3,4,0,3.56,8.5,10.3,1,2,12,3.7,7.69,29586.00
15/05/2021 15:00,29238.00,31180.40,164.52,20346.90,20346.90,21938.17,425.00,2427.00,0.00,0.00,331.76,0.00,0.00,0.00,0.00,6,10,197.41,187.3,187.3,9,7,15.13,15.55,15.55,17,19,27.44,24.1,24.8,13,9,21.09,20.3,20.5,0,0,0.15,0.1,11.08,2,2,4,8.3,8.3,2,3,62,73,56.8,2,2,89.5,36.9,96.9,4,2,7.09,10.5,17.2,1,2,16.5,6.6,15.5,29238.00
15/05/2021 16:00,28893.00,30908.60,239.57,20171.70,20171.70,22415.29,430.57,2248.88,0.00,0.00,244.30,0.00,0.00,0.00,0.00,6,10,195.79,185.3,185.3,9,7,15.13,15.55,15.55,17,19,20.12,17.8,17.8,31,9,16.44,15.2,15.2,6,0,0.07,0.1,10.18,2,2,8,13,13,4,3,69,78,65,3,2,72.5,45.4,60,4,2,16.81,13.1,15.2,1,2,2.1,8.6,18.5,28893.00
15/05/2021 17:00,28665.00,30877.90,349.99,19694.40,19694.40,23487.59,475.00,1759.45,0.00,0.00,169.49,0.00,0.00,0.00,0.00,9,24,159.74,183.7,183.7,0,19,6.17,15.55,15.55,0,22,13.07,10.7,10.5,31,21,10.05,9,9,6,2,0.07,0.1,8.11,2,2,5,17.9,17.9,4,4,65,80,66.3,3,3,118,63.1,63.1,4,4,24.72,13.8,16.5,1,1,6.4,7.9,12.07,28665.00
15/05/2021 18:00,29238.00,30926.50,364.87,19895.50,19895.50,25106.93,490.00,2099.33,0.00,0.00,204.88,109.30,0.00,0.00,0.00,9,24,65.14,78.9,78.9,0,19,0.81,7,7,0,22,5.33,3.4,3.4,31,21,4.46,3.1,3.1,6,2,0,0,4.52,2,2,2,21.3,21.3,4,4,72,82,68.12,3,3,146,72,89,4,4,29.34,8.3,8.5,1,1,30.3,7.2,4.2,29238.00
15/05/2021 19:00,30266.00,31304.00,377.40,20346.90,20346.80,26477.43,507.40,2000.67,0.00,0.00,129.94,57.08,0.00,0.00,0.00,0,19,7.49,11.7,11.7,0,24,0,0.5,0.5,0,23,0.43,0.6,0.7,31,11,1.13,0.2,0.27,6,27,0,0,0,2,2,2,34.1,34.1,2,1,84,85,73.4,1,3,115,62.3,142.3,3,4,43.47,13.2,16.2,1,1,18,7.2,11.2,30266.00
15/05/2021 20:00,30223.00,31792.60,500.00,20970.60,20970.60,27450.57,550.00,1180.27,0.00,0.00,109.26,0.00,0.00,0.00,0.00,0,19,0,0,0,0,24,0,0,0,0,23,0,0,0,1,11,0,0,0,0,27,0,0,0,3,2,25,46.2,10,2,1,82,85,74.4,1,3,127.5,56.7,116.7,3,4,49.19,5.6,38.7,2,1,5.25,8.2,34.4,30223.00
15/05/2021 21:00,30663.00,31562.70,499.64,21040.00,21040.00,27683.32,550.00,1213.53,0.00,0.00,112.76,0.00,0.00,0.00,0.00,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,24,0,0,0,0,27,0,0,0,3,3,15,40.5,15,2,1,89,84,76.4,1,1,73.5,50.1,100.1,3,4,14.47,4.4,52.7,2,2,0,12.8,10.2,30663.00
15/05/2021 22:00,30364.00,31227.60,449.99,20635.70,20635.60,27251.60,509.99,956.97,0.00,0.00,111.72,0.00,0.00,0.00,0.00,1,0,0,0,0,13,5,0,0,0,4,0,0,0,0,0,24,0,0,0,25,27,0,0,0,3,3,21,24.7,24.7,2,1,85,84,83.32,1,1,32.3,40.4,90,3,3,12.63,5.4,51.7,2,2,0,24.5,14.13,30364.00
15/05/2021 23:00,29628.00,30766.80,378.25,20337.40,20337.30,26334.99,378.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,0,3,3,12,15.6,15.6,1,1,84,82,79.9,1,1,22.7,33.6,33.6,1,3,32.41,5.7,43.2,2,2,0,28.3,12,29628.00
