Saat,Yuk Tahmin Plani (MWh),Ikili Anlasma (MWh),PTF (TL/MWh)Okuma Yukumlulu,SAM (MWh),SSM(MWh),KGUP (MWh),SMF (TL/MWh),YAL (0) Kodlu (MWh),YAL (1) Kodlu (MWh),YAL (2) Kodlu (MWh),YAL Teslim Edilmeyen (MWh),YAT (0) Kodlu (MWh),YAT (1) Kodlu (MWh),YAT (2) Kodlu (MWh),YAT Teslim Edilmeyen (MWh),KARAPINAR_Windy Estimated Cloudiness Rate (%),KARAPINAR_Windy Final (%),KARAPINAR_Final Production (MWh),KARAPINAR_KGUP (MWh),KARAPINAR_Actual KGUP (MWh),KIVANC_Windy Estimated Cloudiness Rate (%),KIVANC_Windy Final (%),KIVANC_Final Production (MWh),KIVANC_KGUP (MWh),KIVANC_Actual KGUP (MWh),TEKSIN_Windy Estimated Cloudiness Rate (%),TEKSIN_Windy Final (%),TEKSIN_Final Production (MWh),TEKSIN_KGUP (MWh),TEKSIN_Actual KGUP (MWh),CINGILLI_Windy Estimated Cloudiness Rate (%),CINGILLI_Windy Final (%),CINGILLI_Final Production (MWh),CINGILLI_KGUP (MWh),CINGILLI_Actual KGUP (MWh),BUYUKALAN_Windy Estimated Cloudiness Rate (%),BUYUKALAN_Windy Final (%),BUYUKALAN_Final Production (MWh),BUYUKALAN_KGUP (MWh),BUYUKALAN_Actual KGUP (MWh),Balikesir_Windy Estimated Wind Rate (m/s),Balikesir_Windy Final (m/s),Balikesir_Final Production (MWh),Balikesir_KGUP (MWh),Balikesir_Actual KGUP (MWh),Gokcedag_Windy Estimated Wind Rate (m/s),Gokcedag_Windy Final (m/s),Gokcedag_Final Production (MWh),Gokcedag_KGUP (MWh),Gokcedag_Actual KGUP (MWh),Dinar_Windy Estimated Wind Rate (m/s),Dinar_Windy Final (m/s),Dinar_Final Production (MWh),Dinar_KGUP (MWh),Dinar_Actual KGUP (MWh),Ucpinar_Windy Estimated Wind Rate (m/s),Ucpinar_Windy Final (m/s),Ucpinar_Final Production (MWh),Ucpinar_KGUP (MWh),Ucpinar_Actual KGUP (MWh),Geycek_Windy Estimated Wind Rate (m/s),Geycek_Windy Final (m/s),Geycek_Final Production (MWh),Geycek_KGUP (MWh),Geycek_Actual KGUP (MWh),TALEP_Yuk Tahmin Plani (MWh)
08/05/2021 19:00,36216.00,32732.50,374.70,22868.90,22868.80,33356.45,374.71,682.00,0.00,0.00,277.87,54.00,0.00,0.00,0.00,56,29,1.5,2.2,2.2,22,19,0,0.2,0.2,29,30,0.29,0.4,0.4,64,37,0.22,0.1,0.1,37,23,0,0,0,3,5,133,117.4,117.4,2,1,50,87,39.1,3,2,128,40.5,112,4,6,69.56,49.6,61.9,4,1,10.8,56.3,36.1,36216.00
08/05/2021 20:00,35797.00,32562.00,370.12,22851.10,22851.20,33406.31,370.12,517.28,0.00,0.00,285.00,15.33,0.00,0.00,0.00,31,26,0,0,0,30,28,0,0,0,43,30,0,0,0,29,37,0,0,0,37,23,0,0,0,4,4,134,125.7,125.7,1,1,12,84,53.81,1,2,67,36.7,144,5,6,71.91,62.9,73.7,2,1,4,42.5,50.2,35797.00
08/05/2021 21:00,35917.00,32529.20,367.03,22721.20,22721.10,33226.45,382.03,807.42,0.00,0.00,318.00,45.00,0.00,0.00,0.00,31,26,0,0,0,30,28,0,0,0,43,30,0,0,0,29,28,0,0,0,27,20,0,0,0,4,4,131,123.6,123.6,1,1,41,79,57.3,1,2,77,33.8,88,5,5,82.41,71.3,79.8,2,2,1,38.1,10.61,35917.00
08/05/2021 22:00,35190.00,32065.00,359.99,22072.10,22072.20,32286.38,383.76,800.00,0.00,0.00,305.72,0.00,0.00,0.00,0.00,31,26,0,0,0,30,28,0,0,0,43,30,0,0,0,29,28,0,0,0,27,20,0,0,0,4,4,138,120.2,120.2,1,1,55,72,44.02,1,2,40,30.5,50,5,5,91,83,77.5,2,2,0,42.3,9.7,35190.00
08/05/2021 23:00,33963.00,31689.70,350.00,21279.80,21279.60,31074.90,399.00,924.52,0.00,0.00,336.93,0.00,0.00,0.00,0.00,31,3,0,0,0,30,30,0,0,0,21,14,0,0,0,32,21,0,0,0,2,16,0,0,0,3,3,136,116.8,116.8,1,1,41,65,15,1,1,51.8,21.9,39.5,5,5,91,84.2,78.4,2,1,1,51.5,14.51,33963.00
09/05/2021 00:00,31038.00,32558.80,375.67,24241.30,24241.30,29441.67,375.67,719.80,0.00,0.00,332.07,69.43,119.00,0.00,3.22,3,26,0,0,0,30,16,0,0.00,0,14,31,0,0.00,0,21,23,0,0.00,0,16,0,0,0.00,0,3,4,138,111.10,111.1,1,1,35,37.00,17.42,1,2,34.7,18.70,39,5,6,90.16,76.00,80.1,1,2,1.5,57.40,18.3,31038.00
09/05/2021 01:00,30119.00,28522.20,363.61,24160.70,24160.70,28119.58,364.00,743.58,0.00,0.00,311.67,0.00,79.00,0.00,4.44,3,26,0,0,0,30,16,0,0.00,0,14,31,0,0.00,0,21,23,0,0.00,0,16,0,0,0.00,0,3,4,136,107.80,107.8,1,1,32,38.00,18.5,1,2,25.4,16.20,36,4,6,85.69,74.30,78.1,1,2,0,57.10,24.9,30119.00
09/05/2021 02:00,29526.00,28604.10,358.07,23826.80,23826.80,27371.91,359.00,1126.02,0.00,0.00,312.25,0.00,277.50,0.00,75.84,3,26,0,0,0,30,16,0,0.00,0,14,31,0,0.00,0,21,23,0,0.00,0,16,0,0,0.00,0,3,4,134,101.40,101.4,1,1,36,32.00,32.5,1,2,32.2,15.60,22.4,4,6,82.66,73.30,79.4,1,2,0.5,43.90,31.4,29526.00
09/05/2021 03:00,28947.00,28643.20,353.72,23400.50,23400.50,26827.03,354.00,1171.00,0.00,0.00,309.90,0.00,425.00,0.00,97.47,4,26,0,0,0,7,16,0,0.00,0,18,31,0,0.00,0,8,23,0,0.00,0,0,0,0,0.00,0,3,4,109,101.30,101.3,1,1,53,32.00,31.6,1,2,40,19.70,25.5,5,6,73.28,72.90,77.5,3,2,8,42.10,27.31,28947.00
09/05/2021 04:00,28059.00,28559.70,348.65,22169.80,22169.80,25802.08,349.00,1067.00,0.00,0.00,286.28,16.67,425.00,0.00,83.91,4,26,0,0,0,7,16,0,0.00,0,18,31,0,0.00,0,8,23,0,0.00,0,0,0,0,0.00,0,3,4,131,108.10,108.1,1,1,36,27.00,29.3,1,2,43.7,38.10,38.1,5,6,68.78,74.00,74,3,2,14,49.40,29.04,28059.00
09/05/2021 05:00,26517.00,28213.50,340.54,20889.30,20889.30,24450.81,341.00,1115.72,0.00,0.00,331.19,21.00,425.00,0.00,71.05,0,26,0.24,0.8,0.8,7,16,0.91,0.00,0,18,31,0.01,0.00,0,8,23,0,0.00,0,0,0,0,0.00,1.5,4,4,98,112.60,112.6,1,1,47,30.00,30.38,2,2,71.2,89.50,37,5,6,64.31,74.40,74.4,3,2,23,45.90,48.37,26517.00
09/05/2021 06:00,24957.00,28180.10,300.01,20214.70,20214.70,22720.10,295.01,380.08,0.00,0.00,69.84,40.33,417.70,0.00,79.24,0,26,22.48,22.8,22.8,16,16,10.64,1.60,1.6,3,31,1.8,1.20,1.2,4,23,1.09,1.20,1.2,0,0,0,0.00,4.6,4,4,127,116.10,116.1,1,1,38,26.00,37.48,2,2,106,135.20,67,5,6,58.13,74.90,74.9,2,2,67,38.90,44.76,24957.00
09/05/2021 07:00,24932.00,28422.10,299.99,20489.60,20489.50,22169.36,305.00,649.00,0.00,0.00,75.43,0.00,261.33,0.00,74.69,0,26,105.08,86.3,86.3,16,16,15.13,13.50,13.5,3,31,7.28,6.60,6.6,4,23,5.85,6.30,6.3,0,0,0,0.00,7.8,4,4,107,121.00,121,1,1,37,22.00,27.87,2,2,154,151.90,80,6,6,56.31,73.10,73.1,2,2,87,45.90,41.8,24932.00
09/05/2021 08:00,26064.00,29759.70,124.99,21517.60,21517.60,22367.28,204.99,905.33,0.00,0.00,98.75,45.00,222.00,0.00,98.26,12,24,174.56,157.6,157.6,8,11,15.13,15.55,15.55,3,5,16.15,15.00,15,2,0,13.38,13.30,13.3,0,0,0.07,0.10,10,4,4,123,126.60,126.6,1,1,11,17.00,34.08,4,4,173,158.20,158.2,6,7,68.31,73.60,73.6,2,4,99,64.80,56.8,26064.00
09/05/2021 09:00,27286.00,31086.40,150.00,22614.40,22614.50,22675.12,235.00,1196.00,0.00,0.00,145.64,0.00,222.00,0.00,76.97,12,24,194.73,130.7,130.7,8,11,15.13,15.55,15.55,3,5,24.48,20.40,21,2,0,20.82,18.40,19.29,0,0,0.15,0.10,11.2,5,4,119,130.80,125.8,1,1,20,22.00,37.73,4,4,166,161.60,161.6,6,7,76.97,74.60,73.4,5,4,100,79.30,79.3,27286.00
09/05/2021 10:00,28567.00,31771.00,125.00,23463.10,23463.10,23217.24,159.11,712.98,0.00,0.00,146.50,66.67,265.00,0.00,76.66,12,24,185.49,156.5,156.5,8,11,15.13,15.55,15.55,3,5,30.41,23.70,23.7,2,0,25.93,21.00,22.09,0,0,0.11,0.20,11.6,5,4,130,132.90,132.9,1,1,29,25.00,50.86,4,4,163,159.10,159.1,8,7,81.59,78.50,72.9,5,4,60,88.40,60.61,28567.00
09/05/2021 11:00,29980.00,32151.80,200.01,23927.70,23927.70,23905.85,230.00,747.87,0.00,0.00,100.18,0.00,503.83,0.00,76.54,68,57,174.65,160,160,0,0,15.13,15.55,15.55,49,99,28.34,26.10,26.7,2,0,27.89,22.00,23.4,0,0,0.18,0.20,11.4,5,6,136,135.30,135.3,1,2,15,30.00,51.46,4,4,160,155.10,155.1,8,8,82.72,82.70,84.5,5,4,80,89.20,68.2,29980.00
09/05/2021 12:00,30421.00,32657.80,180.00,24109.70,24109.80,24266.39,210.00,1165.67,0.00,0.00,193.91,0.00,666.00,0.00,59.52,68,57,167.7,164.4,164.4,0,0,15.13,15.55,15.55,49,99,22.11,26.90,27,25,17,27.48,21.80,24,0,0,0.18,0.20,11,6,6,138,136.90,136.9,2,2,11,48.00,50.9,4,4,168,152.40,152.4,8,8,82.81,87.00,86.6,5,4,100,84.60,91.32,30421.00
09/05/2021 13:00,31470.00,32851.50,229.37,24507.50,24507.60,24757.84,259.37,1293.08,0.00,0.00,229.55,0.00,766.00,0.00,67.48,68,57,134.07,162.9,162.9,0,0,15.13,15.55,15.55,49,99,22.14,27.60,27.2,25,17,28.05,21.10,23.47,0,0,0.18,0.20,9.6,6,6,139,137.70,137.7,2,2,23,57.00,50.1,4,4,167,151.40,157,8,8,87.5,88.40,88.1,5,4,132,88.90,64.03,31470.00
09/05/2021 14:00,32299.00,33065.00,229.37,24628.60,24628.60,25220.51,239.37,867.15,0.00,0.00,99.10,0.00,766.00,0.00,64.70,6,3,179.27,188.6,188.6,0,0,15.13,15.55,15.55,49,9,15,25.40,26,25,30,27.59,20.20,22,0,0,0.18,0.20,7.8,6,7,140,138.40,138.4,2,1,53,61.00,56.1,4,4,171,151.60,157,8,8,87.16,90.00,89.5,5,6,116,93.50,72.3,32299.00
09/05/2021 15:00,32410.00,33078.50,120.01,24790.10,24790.00,25409.68,120.01,766.85,0.00,0.00,47.84,0.00,766.00,0.00,65.38,6,3,196.24,188.2,188.2,0,0,15.13,15.55,15.55,8,9,15.45,20.70,21.5,31,30,24,18.30,19.5,0,0,0.11,0.10,6.2,7,7,140,139.20,139.2,2,1,69,67.00,53.05,4,4,172,155.20,155.2,8,8,83.91,90.00,90.8,5,6,89,95.00,79.41,32410.00
09/05/2021 16:00,32398.00,33055.90,180.02,24442.50,24442.50,25543.61,230.00,1358.85,0.00,0.00,91.20,0.00,766.00,0.00,65.82,6,3,195.11,188.9,188.9,0,0,15.13,15.55,15.55,8,9,15.06,15.60,17,31,30,18.03,15.00,15.6,0,0,0.11,0.10,4.3,7,7,140,139.90,139.9,2,1,72,71.00,49.62,4,4,173,162.00,162,8,8,87.12,90.00,88.6,5,6,92,101.30,101.3,32398.00
09/05/2021 17:00,32442.00,33303.30,300.00,23935.50,23935.50,26905.88,331.00,1548.02,0.00,0.00,369.61,0.00,593.57,0.00,36.37,2,0,166.1,155.2,165.2,0,0,6.23,15.55,15.55,8,7,12.71,9.70,9.1,31,30,10.54,9.40,9.4,0,0,0.03,0.10,2.3,7,7,141,140.00,140,2,4,80,71.00,53.31,4,4,174,172.60,172.6,8,8,88.06,90.00,90,5,5,140,109.00,102.6,32442.00
09/05/2021 18:00,33167.00,33364.10,351.97,24697.80,24697.80,28678.29,401.97,1544.02,0.00,0.00,363.92,96.35,63.33,0.00,0.00,2,0,65.04,50.1,50.1,0,3,0.4,5.00,5,0,7,3.13,3.20,3,2,2,3.06,3.10,3.4,0,0,0.03,0.00,0.8,7,7,140,140.20,140.2,2,4,84,66.00,48.4,4,4,173,172.60,172.6,8,8,83.03,90.00,90,5,5,93,112.80,99.9,33167.00
09/05/2021 19:00,34092.00,33990.20,370.23,25116.60,25116.60,30739.86,427.23,1586.32,0.00,0.00,340.38,0.00,0.00,0.00,0.00,2,0,6.69,5.7,5.7,0,0,0,0.40,0.4,0,0,0.32,0.50,0.5,2,2,0.34,0.20,0.2,0,0,0,0.00,0,7,7,140,140.40,140.4,2,2,77,73.00,34.7,4,4,174,172.60,172.6,8,7,83.97,90.00,87.5,5,5,111,113.40,99.91,34092.00
09/05/2021 20:00,33966.00,33859.80,371.60,25108.20,25108.20,30644.11,421.60,1345.90,0.00,0.00,312.41,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,7,5,137,140.30,140.3,4,3,59,66.00,37.2,3,4,173,172.60,172.6,7,7,83.16,90.00,83,4,5,111,113.10,72.71,33966.00
09/05/2021 21:00,33961.00,33695.90,372.70,25201.30,25201.20,30939.26,416.70,1362.92,0.00,0.00,347.75,52.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,5,4,135,139.60,139.6,4,3,81,50.00,29.73,3,4,174,172.60,172.6,7,7,81.38,90.00,87.7,4,4,103,114.40,120.9,33961.00
09/05/2021 22:00,33448.00,33201.10,368.40,24732.70,24732.70,30303.89,412.40,1115.00,0.00,0.00,282.83,49.17,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,0,0,0,0.00,0,5,4,139,137.40,137.4,4,4,49,29.00,34,3,4,161,172.60,172.6,6,6,77.06,90.00,84.7,4,4,108,121.20,109.7,33448.00
09/05/2021 23:00,32608.00,32860.00,363.77,24148.60,24148.60,29397.25,413.77,1079.00,0.00,0.00,284.98,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0,1,0,0,0.00,0,0,0,0,0.00,0,5,4,127,134.10,134.1,4,4,4,17.00,33.48,3,3,152,172.60,172.6,6,6,67.16,90.00,82.2,5,5,95,127.70,115.55,32608.00
10/05/2021 00:00,32776.00,33491.60,334.38,22155.70,22155.70,28312.29,380.01,1097.03,0.00,0.00,438.80,70.83,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,134,131.9,131.9,4,2,19,15,50.4,3,2,147,156.3,156.3,6,5,75,89.3,78.9,5,4,57,121.7,85.73,32776.00
10/05/2021 01:00,31513.00,29177.20,350.58,23240.70,23240.70,27057.57,395.58,1357.60,0.00,0.00,572.35,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,132,128,128,4,2,54,14,36.29,3,2,145,147.3,147.3,6,5,80.5,86.6,70.7,5,4,37,114.7,78.9,31513.00
10/05/2021 02:00,31036.00,28963.80,348.61,23090.00,23090.00,26877.97,348.62,1703.00,0.00,0.00,925.40,17.15,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,128,124.4,124.4,3,2,54,14,8.3,2,2,128,140.6,140.6,6,5,80.63,86,76.5,4,4,21,110.7,71.91,31036.00
10/05/2021 03:00,30407.00,28914.40,344.91,22670.70,22670.70,26544.98,378.91,1997.50,0.00,0.00,943.40,79.88,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,127,121.9,121.9,3,2,24,12,10.6,2,2,127,136.4,136.4,6,5,77.06,85.4,79.4,4,4,47,105,67.9,30407.00
10/05/2021 04:00,29840.00,28634.30,342.49,22100.70,22100.70,25544.22,365.49,1610.60,0.00,0.00,798.35,87.50,0.00,0.00,0.00,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,125,118.9,118.9,3,2,16,9,25.7,2,2,137,132.4,132.4,6,5,76.44,85.4,76.3,4,4,66,99.6,45.24,29840.00
10/05/2021 05:00,28375.00,28202.20,340.59,20939.00,20939.00,24019.05,380.00,1761.62,0.00,0.00,801.38,0.00,0.00,0.00,0.00,0,0,0.87,1,1,0,0,1.32,0,0,0,0,0.05,0,0,0,0,0.03,0,0,0,0,0,0,0.8,3,3,127,116.4,116.4,3,2,11,9,29.46,2,2,142,132.9,132.9,5,5,65.94,85.4,76.8,4,4,42,97.7,61.83,28375.00
10/05/2021 06:00,27454.00,27786.60,149.01,21112.80,21112.90,22788.20,149.02,877.00,0.00,0.00,540.20,0.00,0.00,0.00,0.00,0,0,44.85,35,35,0,0,14.96,1.6,1.6,0,0,1.32,1.2,1.2,0,0,0.98,1.4,1.4,0,0,0,0,2.3,3,3,123,115.1,115.1,2,2,1,9,14.55,2,2,152,131.2,131.2,5,5,69.81,85.2,77.1,4,4,75,94.5,79.51,27454.00
10/05/2021 07:00,29588.00,28064.50,156.18,22350.20,22350.30,23447.87,156.20,944.25,0.00,0.00,543.74,0.00,0.00,0.00,0.00,0,0,144.49,120,120,0,0,15.13,13.5,13.5,0,0,8.03,6.8,6.8,0,0,6.61,7.3,7.22,0,0,0.03,0,4.2,4,3,135,110.1,110.1,3,2,1,9,9.58,2,2,153,125.5,144,5,5,64.81,86.7,71,5,4,122,93,55.12,29588.00
10/05/2021 08:00,34631.00,29745.80,345.73,24754.90,24754.90,26998.61,335.73,199.23,0.00,0.00,64.67,233.45,0.00,0.00,0.63,0,0,194.13,176,176,0,0,15.13,15.55,15.55,0,0,18.29,16.5,16.5,0,0,15.27,15.5,15.41,0,0,0.07,0.1,6.8,4,4,133,110.4,110.4,3,2,0,8,6.9,2,4,145,118.1,150,7,5,67.63,88.9,78.8,5,4,146,89.9,67.24,34631.00
10/05/2021 09:00,37396.00,31490.60,325.00,25620.10,25620.10,28232.71,220.02,0.00,0.00,0.00,0.00,736.17,0.00,0.00,171.51,0,0,195.72,195,195,0,0,15.13,15.55,15.55,0,0,26.89,25.1,25.5,0,0,22.79,21.7,21.7,0,0,0.15,0.1,9.1,4,4,134,119.5,119.5,2,3,0,7,2.31,3,4,151,121,151,7,7,70.19,88.7,72.4,5,5,150,87.1,87.1,37396.00
10/05/2021 10:00,38638.00,31926.20,300.00,26535.20,26535.10,29204.23,200.00,83.83,0.00,0.00,0.00,2029.90,0.00,0.00,421.64,0,0,195.95,195,195,0,0,15.13,15.55,15.55,0,0,32.5,30.11,31.31,0,0,27.59,24.7,24.7,0,0,0.11,0.2,10.8,5,4,135,127,127,2,3,0,4,1.51,3,4,143,122.8,144.8,7,7,71.63,90,72,5,5,140,85.6,80.95,38638.00
10/05/2021 11:00,39461.00,32368.90,350.00,27168.50,27168.40,29421.17,111.00,0.00,0.00,0.00,0.00,2118.00,0.00,0.00,249.19,0,0,195.63,195,195,0,0,15.13,15.55,15.55,0,0,33.09,30.11,30.31,0,0,28.04,25.5,25.5,0,0,0.18,0.2,11.6,5,5,132,131,131,2,3,6,2,0.91,3,3,137,115.8,150.8,7,7,76.13,90,74.7,5,5,130,84.1,127.3,39461.00
10/05/2021 12:00,38601.00,32486.10,341.20,26523.50,26523.50,29095.65,170.00,25.00,0.00,0.00,0.00,1815.60,0.00,0.00,223.53,0,0,192.6,195,195,0,0,15.13,15.55,15.55,0,0,33.1,30.11,30.11,0,0,28.04,25.4,25.56,0,0,0.18,0.2,11.9,5,5,124,132.8,132.8,2,2,10,1,0.5,3,3,116,105,143,7,7,72.06,89.7,76.1,5,5,125,84,125.1,38601.00
10/05/2021 13:00,38969.00,32766.80,350.00,27019.60,27019.50,30072.70,168.00,19.00,0.00,0.00,0.56,1877.40,0.00,0.00,222.30,0,0,194.89,195,195,0,0,15.13,15.55,15.55,0,0,33.08,30.11,30.11,0,0,28.04,25.2,25.2,0,0,0.18,0.2,11.6,5,5,136,134.2,134.2,2,2,7,1,0.9,3,3,111,94.8,114.8,7,7,76.41,88.1,78.4,5,5,115,83.4,128.4,38969.00
10/05/2021 14:00,39743.00,32712.40,364.12,27553.40,27553.40,30292.75,220.02,0.00,0.00,0.00,0.00,873.00,0.00,0.00,61.02,0,0,195.47,195,195,0,0,15.13,15.55,15.55,0,0,33.07,30.11,30.51,0,0,26.95,24.4,24.31,0,0,0.15,0.2,10.6,5,6,136,135.7,135.7,2,2,4,2,2,2,2,113,84.3,105,7,7,83.66,88.8,75.6,5,5,120,79.4,111.32,39743.00
10/05/2021 15:00,39236.00,32550.20,365.99,27247.70,27247.70,30793.71,220.02,0.00,0.00,0.00,0.00,887.93,0.00,0.00,91.63,0,0,195.45,195,195,0,0,15.13,15.55,15.55,0,0,29.37,26,26.8,0,0,23.85,21.9,21.9,0,0,0.15,0.1,9.1,6,6,138,137.4,137.4,2,2,3,6,11.79,2,2,99,76.9,106.9,7,8,86.41,89.1,85.2,5,5,110,73.3,101.89,39236.00
10/05/2021 16:00,38706.00,32565.10,363.23,26988.50,26988.50,30959.67,260.33,29.42,0.00,0.00,3.04,727.82,0.00,0.00,107.47,0,0,195.67,195,195,0,0,15.13,15.55,15.55,0,0,22.2,18.6,19.2,0,0,18.29,17.2,17.2,0,0,0.11,0.1,7.1,6,6,139,138.8,138.8,1,2,2,12,15.29,2,2,81,75.1,100,7,8,79.66,88.9,87.8,5,5,95,73.6,98.3,38706.00
10/05/2021 17:00,37833.00,32715.20,374.34,26191.20,26191.20,31712.45,344.34,12.50,0.00,0.00,0.00,453.22,0.00,0.00,92.78,0,0,168.12,165,165,0,0,5.85,15.55,13.56,0,0,12.42,10.5,10.6,0,0,10.58,10.3,10.3,0,0,0.07,0.1,5,6,6,141,139.4,139.4,1,2,2,16,13.93,3,3,74,80.7,100.7,7,7,82.72,89,86.8,5,5,85,78.3,98.33,37833.00
10/05/2021 18:00,37588.00,32838.30,389.99,25758.50,25758.60,32433.24,389.99,475.53,0.00,0.00,181.28,0.00,0.00,0.00,0.00,0,0,67.52,60,60,0,0,0.37,5,5,0,0,3.35,3.2,3.3,0,0,3.06,3.4,3.5,0,0,0,0,2.2,6,6,141,139,139,1,2,2,17,14.2,3,3,86,90.7,80,7,7,74.44,89.3,74.6,4,4,74,87.2,102.6,37588.00
10/05/2021 19:00,38229.00,33339.00,499.99,25778.70,25778.70,33810.98,499.99,902.00,0.00,0.00,736.44,0.00,0.00,0.00,0.00,0,0,7.18,4.5,4.5,0,0,0,0.4,0.4,0,0,0.34,0.5,0.5,0,0,0.3,0.3,0.24,0,0,0,0,0,6,4,139,138.5,138.5,1,2,8,17,13.31,3,2,89,103.7,90,7,7,74.91,90,72.6,4,3,116,101.7,101.7,38229.00
10/05/2021 20:00,37814.00,33384.70,390.00,25522.80,25522.90,33116.32,413.00,829.83,0.00,0.00,325.56,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,140,136.9,136.9,1,2,15,16,6.9,2,2,82,113.4,93.4,7,7,85.19,90,71.7,4,3,138,116.2,103.5,37814.00
10/05/2021 21:00,38139.00,33316.70,440.00,25578.60,25578.60,33415.80,440.01,697.17,0.00,0.00,285.10,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,140,133,133,1,2,36,14,7.92,2,2,71,115.7,87,7,6,86.59,87.3,80.6,4,3,155,121.6,95.65,38139.00
10/05/2021 22:00,37603.00,32837.30,389.99,25078.10,25078.20,32798.57,429.98,1016.17,0.00,0.00,259.59,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,136,123.5,123.5,1,2,27,13,6.12,2,2,63,114.5,74,6,5,88.63,86.1,85.9,4,3,129,117.9,128.5,37603.00
10/05/2021 23:00,36525.00,32291.10,371.31,24422.20,24422.30,31823.24,409.99,1128.42,0.00,0.00,270.87,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,90,110.3,110.3,1,2,11,14,7.11,2,2,66.6,108.3,108.3,6,5,78.72,85.9,82.7,4,4,103,105.9,117.9,36525.00
11/05/2021 00:00,35130.00,33387.00,352.10,21901.30,21901.20,30142.59,412.10,874.52,0.00,0.00,237.38,22.03,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,80,100.3,100.3,2,0,9,12,20.6,2,2,52.2,93,67,5,5,66.97,80.6,79.7,4,2,104,99.5,98,35130.00
11/05/2021 01:00,33998.00,29122.80,357.20,23052.90,23052.90,29024.36,420.00,973.17,0.00,0.00,235.50,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,76,92.5,92.5,2,0,17,11,14.77,2,2,49.7,86.7,59.7,5,5,71.88,79.6,75.6,4,2,106,72.8,53.12,33998.00
11/05/2021 02:00,33408.00,28931.30,355.59,22757.50,22757.40,28689.50,419.29,939.00,0.00,0.00,248.19,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,76,88.7,88.7,2,0,20,10,6.2,2,2,54.9,79.9,40,5,5,75.44,79.5,66,2,2,86,55.3,46.1,33408.00
11/05/2021 03:00,32735.00,28762.10,354.30,22204.80,22204.70,28245.70,414.30,904.00,0.00,0.00,232.88,58.33,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,85,84.3,84.3,2,0,20,8,5.92,2,2,57.1,71.9,51,5,5,72.66,81.1,74.6,2,2,38,45.4,47.4,32735.00
11/05/2021 04:00,32066.00,28389.10,347.83,21574.60,21574.60,27307.70,398.00,1069.90,0.00,0.00,332.40,70.83,0.00,0.00,0.00,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,71,77.2,77.2,1,0,28,8,11.2,2,2,61,64.2,64.2,5,5,58.88,80.2,73.8,3,2,20,36,51.96,32066.00
11/05/2021 05:00,30443.00,27991.10,342.05,20808.00,20808.00,25931.57,350.00,832.50,0.00,0.00,372.17,142.75,0.00,0.00,24.20,0,0,0.93,1.7,1.7,0,0,0.75,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,2,2,2,2,70,69.8,69.8,1,0,31,7,12.4,2,2,62.5,61,61,5,5,59.59,79.8,69.4,3,2,20,26.2,27.38,30443.00
