,target,weekDay,weekOfYear,hourOfDay,dayOfMonth,KARAPINAR_Windy,KIVANC_Windy,TEKSIN_Windy,CINGILLI_Windy,BUYUKALAN_Windy,Balikesir_Windy,Gokcedag_Windy,Dinar_Windy,Ucpinar_Windy,Geycek_Windy
390,-1189.8299999999997,4,19,6,14,2,4,0,1.0,1,2,1,1,3,2
391,-1462.55,4,19,7,14,2,26,0,8.0,1,2,1,2,5,2
392,-1211.94,4,19,8,14,2,26,0,8.0,1,2,1,2,5,2
393,-395.43,4,19,9,14,1,16,1,8.0,0,2,1,2,5,2
394,22.770000000000003,4,19,10,14,0,16,1,8.0,0,2,1,2,7,2
395,120.92,4,19,11,14,0,16,0,0.0,0,4,2,3,7,3
396,144.92000000000002,4,19,12,14,0,5,0,0.0,0,4,3,3,7,3
397,138.05,4,19,13,14,0,5,1,0.0,0,4,3,3,7,3
398,-220.72,4,19,14,14,0,5,1,0.0,0,4,3,4,7,3
399,-705.04,4,19,15,14,0,5,1,0.0,0,4,3,3,5,4
400,-1082.86,4,19,16,14,0,0,1,0.0,0,4,3,3,5,4
401,-1115.2399999999998,4,19,17,14,0,0,0,0.0,0,4,3,3,5,3
402,-1274.23,4,19,18,14,0,0,0,0.0,0,4,1,3,5,3
403,-1198.77,4,19,19,14,0,0,0,0.0,0,4,1,1,3,3
404,-85.47999999999999,4,19,20,14,0,0,0,0.0,0,5,1,1,3,3
405,336.36,4,19,21,14,0,0,0,0.0,0,5,1,2,3,2
406,0.0,4,19,22,14,0,0,0,0.0,0,5,1,2,3,2
407,70.8,4,19,23,14,0,0,0,0.0,0,2,1,2,3,2
408,57.13,5,19,0,15,0,0,0,0.0,0,1,1,2,3,2
409,96.95,5,19,1,15,0,0,0,0.0,0,1,1,2,3,2
410,80.5,5,19,2,15,0,1,0,0.0,0,1,1,2,3,2
411,49.23,5,19,3,15,0,1,0,0.0,0,1,1,0,3,2
412,53.17,5,19,4,15,0,1,0,0.0,0,1,0,0,2,2
413,141.84999999999997,5,19,5,15,0,1,0,0.0,0,1,1,0,2,2
414,-172.38,5,19,6,15,0,1,0,0.0,0,1,1,0,2,1
415,-95.97,5,19,7,15,0,1,0,0.0,6,1,1,0,2,1
416,308.62,5,19,8,15,0,1,0,0.0,0,1,1,0,2,1
417,673.19,5,19,9,15,0,1,0,0.0,0,1,1,1,2,1
418,949.69,5,19,10,15,0,1,0,0.0,0,1,1,1,2,1
419,1133.01,5,19,11,15,23,1,0,0.0,0,1,1,2,1,1
420,1359.88,5,19,12,15,23,1,21,2.0,0,1,2,2,1,1
421,1303.19,5,19,13,15,6,5,21,2.0,0,1,3,2,1,1
422,1851.05,5,19,14,15,6,9,17,2.0,0,1,3,2,4,1
423,2095.24,5,19,15,15,6,9,17,13.0,0,2,2,2,4,1
424,2004.5800000000002,5,19,16,15,6,9,17,31.0,6,2,4,3,4,1
425,1589.96,5,19,17,15,9,0,0,31.0,6,2,4,3,4,1
426,1785.1499999999999,5,19,18,15,9,0,0,31.0,6,2,4,3,4,1
427,1813.65,5,19,19,15,0,0,0,31.0,6,2,2,1,3,1
428,1071.01,5,19,20,15,0,0,0,1.0,0,3,2,1,3,2
429,1100.77,5,19,21,15,0,0,0,1.0,0,3,2,1,3,2
430,845.25,5,19,22,15,1,13,4,0.0,25,3,2,1,3,2
431,0.0,5,19,23,15,1,0,4,0.0,0,3,1,1,1,2
