"tarih","saat","YukTahminPlan(MWh)","PTF(TL/MWh)","SMF(TL/MWh)","KGUP(TL/MWh)","YAL0(TL/MWh)","YAL1(TL/MWh)","YAT0(TL/MWh)","YAT1(TL/MWh)","YAL TeslimEdilemeyenMiktar(MWh)","YAT TeslimEdilemeyenMiktar(MWh)","PFK Fiyat","SFK Fiyat"
"201810",0,"29500","322.89","363","27101.84","1080.716","0","0","0","240.622","0","53.9","64"
"201810",1,"28200","344.44","347.85","25716.93","1336.067","0","0","0","164.014","0","53.9","64"
"201810",2,"27400","351.62","351.62","24700.23","1105","0","0","0","175.486","0","53.9","64"
"201810",3,"27000","306.39","330.88","24143.19","929.301","0","0","0","209.602","0","53.9","64"
"201810",4,"26800","289.99","305","24094.78","959.45","0","0","0","358.541","0","53","74"
"201810",5,"27100","289.99","314.99","24296.52","1039","0","0","0","396.411","0","53","74"
"201810",6,"27100","295.01","320.01","24648.43","847.034","0","0","0","343.313","0","53","74"
"201810",7,"28400","306.38","325","25714.06","1000","0","0","0","266.931","0","73","89"
"201810",8,"32100","356.77","360.1","29192.66","786.3","0","174.415","0","273.391","0","73","89"
"201810",9,"33200","357.16","373.16","30787.59","892.95","0","33.333","0","344.745","0","73","89"
"201810",10,"33500","353.78","333.78","30801.8","180.885","0","265","0","39.25","82.47","73","89"
"201810",11,"33800","352.26","359.99","31228.14","887.634","0","103.167","0","402.912","0","73","79"
"201810",12,"32200","332.48","262.48","29713.08","55.249","0","263.333","0","6.153","58.26","73","79"
"201810",13,"33200","336.09","266.09","30248.29","145.25","0","420.366","0","40.39","185.84","73","79"
"201810",14,"34100","353.69","353.69","31412.66","372.013","0","0","0","189.998","0","73","79"
"201810",15,"34300","355.65","377","32005.56","593","0","0","0","216.661","0","73","79"
"201810",16,"34800","356.84","356.84","32567.6","404.717","0","0","0","177.91","0","73","76"
"201810",17,"35100","354.38","384.88","32587.05","1130","0","0","0","474.062","0","73","76"
"201810",18,"35400","324.99","324.99","32985.23","1246.116","0","160.667","0","286.36","0.61","73","76"
"201810",19,"36000","290","320","33579.87","759","0","61.251","0","180.724","0","73","76"
"201810",20,"34900","345.08","345.08","32760.61","658","0","147.916","0","253.825","0.5","73","80"
"201810",21,"34000","334.99","334.99","31823.13","295.499","0","173.283","0","67.361","72.763","73","80"
"201810",22,"33200","308.08","190","31047.94","198.45","0","1416.549","0","0","219.08","73","80"
"201810",23,"31600","306.38","172.99","29403.75","0","0","456.117","473.5","0","113.186","73","80"
"201810",0,"29800","326.09","172.3","28120.7","16.667","0","353.35","650","0","137.966","53.53","114"
"201810",1,"28600","305.99","168.7","26326.19","778.95","0","0","799","624.399","81.19","53.53","114"
"201810",2,"27700","174","120","25201.99","336","0","0","739","310","72.648","53.53","114"
"201810",3,"27100","279.99","209.99","24883.2","401.901","0","0","740","135.302","60.769","53.53","114"
"201810",4,"27000","258.92","188.92","24720.9","310.667","0","0","740","84.447","71.967","53.53","144"
"201810",5,"27300","289.85","287.85","24237.78","733.901","0","0","740","97.546","66.968","53.53","144"
"201810",6,"27400","280","300","24572.5","1536.7","0","0","740","323.621","76.069","53.53","144"
"201810",7,"28500","298.99","300","25604.38","1048","0","0","740","139.681","71.79","72.72","89.89"
"201810",8,"31600","353.31","356.78","28955.58","2352.167","0","7","830.334","954.536","80.735","72.72","89.89"
"201810",9,"33200","352.18","352.18","30618.16","1545.35","0","0","445.834","951.987","31.828","72.72","89.89"
"201810",10,"33600","352.25","352.25","30952.99","1175.833","0","0","283.334","922.456","18.02","72.72","89.89"
"201810",11,"34000","351.95","357.95","30896.05","1464","0","20.833","140.333","1032.134","17.82","72.72","89.89"
"201810",12,"31800","215.74","210","29004.2","368.266","0","372.251","0","185.17","23.834","72.72","89.89"
"201810",13,"32700","279.99","209.99","28914.07","91.667","0","867.833","0","0","172.213","72.72","89.89"
"201810",14,"34000","353.51","304.51","31023.04","0","0","76.5","75","0","56.8","72.72","89.89"
"201810",15,"34200","354.59","255","31326.57","0","0","270","295.583","0","121.832","72.72","89.89"
"201810",16,"34800","355.97","255","32168.26","0","0","292","406","0","155.137","72.72","98"
"201810",17,"35100","352.26","255","32440.64","0","0","216","446","0","112.903","72.72","98"
"201810",18,"35800","313.03","190","33057.97","0","0","560.699","456.999","0","76.348","72.72","98"
"201810",19,"36100","313.04","193.04","33729.68","0","0","639.684","448","0","132.687","72.72","98"
"201810",20,"35200","332.08","190","32656.12","0","0","590","468.833","0","112.627","72.72","95"
"201810",21,"34100","324.99","172.99","31533.25","0","0","569","723.334","0","99.515","72.72","95"
"201810",22,"33300","285.88","172.99","30774.6","0","0","145.3","770","0","24.653","72.72","95"
"201810",23,"31800","285.86","173","29397.53","366.85","0","201.583","770","142.22","11.5","72.72","95"
"201810",0,"30500","308.39","208.39","27869.73","541.183","0","34.5","835","143.901","48.597","52.99","140"
"201810",1,"29200","308.39","308.39","26331.05","1143.133","0","0","715","245.058","33.739","52.99","140"
"201810",2,"27900","289.86","172.27","25430.15","158.732","0","330.934","615","27.53","109.195","52.99","140"
"201810",3,"27400","174","80","25073.78","0","0","317.383","715","0","117.192","52.99","140"
"201810",4,"27000","250","80","24781.18","0","0","453","615","0","81.62","52.99","138"
"201810",5,"27100","308.38","172.29","24723.73","0","0","233","610","0","118.508","52.99","138"
"201810",6,"26800","250","150","24705.99","0","0","93","715","0","77.044","52.99","138"
"201810",7,"27100","174","120","24862.96","0","0","664.601","615","0","390.344","71.99","97"
"201810",8,"29800","310.89","178.2","27317.6","126.55","0","935.134","463.334","16.886","159.821","71.99","97"
"201810",9,"31800","323.03","265","29026.47","48.367","0","249.883","80","38.413","70.996","71.99","97"
"201810",10,"32400","323.04","255","29553.63","0","0","585.583","0","0","195.632","71.99","97"
"201810",11,"33000","323.04","255","29939.38","0","0","444.667","0","0","84.673","71.99","98"
"201810",12,"32000","279.79","220","28643.67","0","0","677.183","0","0","165.989","71.99","98"
"201810",13,"32500","351.58","222","29224.97","0","0","1038.749","0","0","133.193","71.99","98"
"201810",14,"32600","351.68","231.68","29584.91","0","0","767.634","0","0","143.763","71.99","98"
"201810",15,"32600","351.99","212.88","29442.16","0","0","1303.8","0","0","130.436","71.99","98"
"201810",16,"32700","351.56","265","29755.97","0","0","1361.483","0","0","362.1","71.99","92.01"
"201810",17,"33000","323.03","220","30270.36","0","0","1073.084","0","0","308.096","71.99","92.01"
"201810",18,"33900","316.22","222","31458.4","2.366","0","523.448","0","2.363","107.566","71.99","92.01"
"201810",19,"34800","331.89","331.89","32152.56","329","0","0","0","263.496","0","71.99","92.01"
"201810",20,"33900","323.04","265","31407.99","0","0","274.216","0","0","79.833","71.99","107.77"
"201810",21,"32900","316.22","265","30470.77","0","0","209","0","0","45","71.99","107.77"
"201810",22,"31900","309.09","210","29517.69","0","0","405.7","0","0","55.97","71.99","107.77"
"201810",23,"30700","309.08","289.08","28028.56","0","0","82.166","0","0",NULL,"71.99","107.77"
"201810",0,"28700","324.99","304.99","26302.08","90.05","0","357.399","0","71","133.222","52.66","109"
"201810",1,"27200","318.76","268.76","24778.46","0","0","359","0","0","93.812","52.66","109"
"201810",2,"26200","285.69","245","23788.59","0","0","349","0","0","67.369","52.66","109"
"201810",3,"25400","319.19","269.19","23279.29","0","0","435","0","0","101.938","52.66","109"
"201810",4,"24700","319.19","269.19","22612.7","0","0","434","0","0","89.6","52.66","138"
"201810",5,"24700","319.19","319.19","22479.17",NULL,NULL,NULL,NULL,NULL,NULL,"52.66","138"
"201810",6,"24200","324.99","324.99","21921.02","612","0","0","0","85","0","52.66","138"
"201810",7,"23300","49.99","49.99","21435.81","281.533","0","493.798","0","82.02","206.043","69","164"
"201810",8,"23900","250","250","21903.01",NULL,NULL,NULL,NULL,NULL,NULL,"69","164"
"201810",9,"24900","351.32","351.32","22353.15",NULL,NULL,NULL,NULL,NULL,NULL,"69","164"
"201810",10,"26100","165.66","165.66","22833.3","249.217","0","40","0","77.969","0","69","164"
"201810",11,"26900","295.95","300","23377.55","633","0","0","0","150.209","0","69","103"
"201810",12,"26900","172.34","172.34","23553.99","120","0","0","0","102.04","0","69","103"
"201810",13,"27700","295.95","295.95","24085.03","130","0","0","0","103.866","0","69","103"
"201810",14,"27900","249.99","249.99","24222.27",NULL,NULL,NULL,NULL,NULL,NULL,"69","103"
"201810",15,"28000","323.02","323.02","24921.57",NULL,NULL,NULL,NULL,NULL,NULL,"69","103"
"201810",16,"28300","329.23","329.23","25177.02",NULL,NULL,NULL,NULL,NULL,NULL,"69","96"
"201810",17,"29200","338.77","338.77","25995.79","213.501","0","0","0","0.1","0","69","96"
"201810",18,"30800","332.15","371.15","27675.78","878.266","0","0","0","149.175","0","69","96"
"201810",19,"32100","348.77","395","28822.67","1629.55","0","0","0","275.893","0","69","96"
"201810",20,"31700","350.87","391","28282.63","1457","0","0","0","271.351","0","69","97"
"201810",21,"30800","350.88","395","27568.58","1543.167","0","0","0","335.248","0","69","97"
"201810",22,"30000","308.37","347.37","26637.47","1639","0","0","0","351.558","0","69","97"
"201810",23,"27900","308.37","343.37","25273.19","1835.632","0","34.15","0","411.177","4.878","69","97"
"201810",0,"27100","310","310","24383.06","1512.333","0","600.335","0","112.514","0","52","89.89"
"201810",1,"25800","296.89","309","22492.58","1541.451","0","0","0","235.504","0","52","89.89"
"201810",2,"24900","250","295","21518.44","1426.253","0","0","0","498.852","0","52","89.89"
"201810",3,"24500","250","289","21334.03","1935.266","0","0","0","868.198","0","52","89.89"
"201810",4,"24300","249.99","249.99","21592.47","909.384","0","0","0","317.736","0","52","117.76"
"201810",5,"24500","279.6","300","21915.45","1496","0","0","0","422.489","0","52","117.76"
"201810",6,"25200","278.11","300","22488.69","1312","0","0","0","150.385","0","52","117.76"
"201810",7,"26600","249.99","288.99","24110.94","2195.5","0","0","0","831.218","0","68.98","99"
"201810",8,"31300","355.2","355.2","28195.52","1658.782","0","205.45","0","624.288","3.5","68.98","99"
"201810",9,"33300","357","390","30111.95","1378.517","0","88.499","0","338.848","0","68.98","99"
"201810",10,"33400","354.99","390","29980.34","1192.149","0","4","0","224.295","0","68.98","99"
"201810",11,"34100","356.15","391.15","30783.61","1195.301","0","5.5","0","283.543","0","68.98","94.89"
"201810",12,"32700","352.15","360","29478.42","573.25","0","0","0","235.411","0","68.98","94.89"
"201810",13,"33600","354.08","384.08","30231.53","1023.833","0","0","0","332.575","0","68.98","94.89"
"201810",14,"34500","358.18","385","31457.6","871","0","0","0","323.33","0","68.98","94.89"
"201810",15,"34500","359.98","359.98","31593.4","241.033","0","0","0","85.305","0","68.98","94.89"
"201810",16,"35100","361.12","361.12","32117.62","0","0","13.333","0","0","2.161","68.98","94.89"
"201810",17,"34900","358.86","358.86","32404.95","484.915","0","0","0","299.295","0","68.98","94.89"
"201810",18,"35000","351.59","380","32535.78","706.65","0","0","0","255.814","0","68.98","94.89"
"201810",19,"35500","338.11","377","32967.41","1282.95","0","0","0","410.109","0","68.98","94.89"
"201810",20,"35000","338.11","348.11","32232.63","795.5","0","25","0","313.03","0","68.98","87.76"
"201810",21,"33800","334.34","344.34","31183.03","1029.216","0","0","0","344.407","0","68.98","87.76"
"201810",22,"32900","280","210","30263.08","0","0","245.833","0","0",NULL,"68.98","87.76"
"201810",23,"31300","296.88","210","28868.24","0","0","380.5","0","0","10.5","68.98","87.76"
"201810",0,"29500","352.72","352.72","27276.11","1239.767","0","192.5","0","223.54","0","52","89.98"
"201810",1,"28200","325","325","25676.74","592","0","0","0","211.57","0","52","89.98"
"201810",2,"27400","294.89","294.89","24866.69","546","0","0","0","165.12","0","52","89.98"
"201810",3,"27000","248.99","248.99","24221.53","465.782","0","0","0","164.663","0","52","89.98"
"201810",4,"26800","250","250","23679.52","899.583","0","0","0","267.78","0","52","98"
"201810",5,"27100","277.99","277.99","24067.61","1589","0","0","0","1075.6","0","52","98"
"201810",6,"27100","294.89","294.89","24476.04","1392.6","0","0","0","965.5","0","52","98"
"201810",7,"28400","303.88","303.88","25858.45","772.581","0","0","0","284.484","0","70.98","84.87"
"201810",8,"32100","351.93","355.38","29103.09","1614.365","0","61.8","0","420.913","0.75","70.98","84.87"
"201810",9,"33200","353.42","388.42","30930.36","1324.285","0","44","0","290.379","0","70.98","84.87"
"201810",10,"33500","350.88","386","30970.85","1350.351","0","0","0","352.869","0","70.98","84.87"
"201810",11,"33900","352.3","381.3","31293.31","901.717","0","0","0","201.711","0","70.98","89"
"201810",12,"32300","318.05","318.05","29940.99","97.6","0","0","0","13.9","0","70.98","89"
"201810",13,"33200","352.89","352.89","30413.12","400.483","0","0","0","89.488","0","70.98","89"
"201810",14,"34100","355.13","369.03","31456.6","491.55","0","0","0","140.31","0","70.98","89"
"201810",15,"34300","356.25","356.25","31603.51","52","0","0","0",NULL,"0","70.98","89"
"201810",16,"34800","358.35","358.35","32203.6","237.049","0","0","0","76.57","0","70.98","89"
"201810",17,"35100","353.26","382.26","32454.93","761","0","0","0","208.333","0","70.98","89"
"201810",18,"35500","318.06","344.9","33028.17","1000","0","144","0","167.833","2.65","70.98","89"
"201810",19,"36000","318.06","344.9","33365.18","1005","0","80.166","0","144.502","0","70.98","89"
"201810",20,"35200","350.01","380","32225.35","1010","0","34.5","0","176.602","0","70.98","82.89"
"201810",21,"34100","334.99","364.99","31166.07","991.5","0","0","0","220.71","0","70.98","82.89"
"201810",22,"33200","294.9","308","30103.96","840.633","0","170.834","119","202.573","18.3","70.98","82.89"
"201810",23,"31600","292.92","308","28680.66","912.15","0","118.1","0","265.9","0","70.98","82.89"
"201810",0,"29800","324.22","324.22","27112.64","645.899","0","79.334","222.55","243.199","42.511","52.52","94.78"
"201810",1,"28400","295.01","295.01","25702.25","1412.083","0","0","485.833","808.389","56.662","52.52","94.78"
"201810",2,"27500","294.84","190","25015.93","756.951","0","0","375","584.017","7.91","52.52","94.78"
"201810",3,"27100","174","125","24517.49","101.95","0","0","475","95.85","5.42","52.52","94.78"
"201810",4,"26800","215.07","105","24515.14","730","0","0","475","532.757","6.28","52.52","114"
"201810",5,"27000","274","274","24768.73","1197","0","0","525","609.208","8.68","52.52","114"
"201810",6,"27300","277.9","277.9","25002.07","1041","0","0","595","358.52","4.36","52.52","114"
"201810",7,"28500","309.08","210","26433.64","364.635","0","0","680.667","126.32","39.48","70.98","93"
"201810",8,"31900","353.53","240","29733.32","836.901","0","406.15","557.4","214.729","16.03","70.98","93"
"201810",9,"33200","354.28","354.28","31196.43","647.083","0","44","260.5","200.877","5.16","70.98","93"
"201810",10,"33200","354.1","354.1","31281.59","403","0","0","158","188.27","2.6","70.98","93"
"201810",11,"33600","354.06","354.06","31777.39","291.249","0","175.716","0","101.3","5","70.98","89.89"
"201810",12,"31900","351.88","272.88","30004.58","0","0","675.417","0","0","76.97","70.98","89.89"
"201810",13,"32700","353.28","272.88","30746.17","57.5","0","496.817","0","8","33.674","70.98","89.89"
"201810",14,"33700","356.44","356.44","31931.8",NULL,NULL,NULL,NULL,NULL,NULL,"70.98","89.89"
"201810",15,"34000","357.45","272.88","31990.37","48","0","673.866","0","0.5","78.134","70.98","89.89"
"201810",16,"34700","359.02","272.88","32496.68","0","0","267.133","0","0","7.895","70.98","87.88"
"201810",17,"35100","356.66","356.66","32846.42",NULL,NULL,NULL,NULL,NULL,NULL,"70.98","87.88"
"201810",18,"35700","324.69","324.69","33089.26","162.35","0","104.8","0","7.223","0.328","70.98","87.88"
"201810",19,"36000","324.68","324.68","33387.81","602.167","0","25","0","75.531","0","70.98","87.88"
"201810",20,"35100","332.15","274.88","32663.36","45.833","0","56.583","0","0","0","70.98","100"
"201810",21,"34100","345.66","345.66","31442.63","426","0","0","0","65.25","0","70.98","100"
"201810",22,"33100","295.89","295.89","30356.19","723.916","0","195","0","311.765","0","70.98","100"
"201810",23,"31500","290.01","320","28802.54","2454.667","0","145.5","0","1710.496","0.25","70.98","100"
"201810",0,"29200","288.89","300","27101.08","719.018","0","95","48.95","126.129","10.15","60.99","91.78"
"201810",1,"27800","288.89","238.89","25670.79","0","0","0","94","0","6.88","60.99","91.78"
"201810",2,"27000","268.99","190","24850.32","0","0","442.5","60","0","129.277","60.99","91.78"
"201810",3,"26500","268.99","190","24210.95","0","0","489.167","0","0","90.347","60.99","91.78"
"201810",4,"26200","245.01","195.01","24122.87","0","0","221","0","0","75.809","60.99","118.98"
"201810",5,"26600","269","219","24382.11","0","0","164.499","0","0","49.186","60.99","118.98"
"201810",6,"27000","310.19","310.19","24859.09","156.267","0","0","0","22.203","0","60.99","118.98"
"201810",7,"28200","317.88","317.88","26221.36","892.848","0","0","0","342.867","0","70.98","84"
"201810",8,"32100","353.18","368.18","29318.21","1032.966","0","33.867","0","180.638","2","70.98","84"
"201810",9,"33600","356.11","386","30754.69","920.667","0","0","0","266.645","0","70.98","84"
"201810",10,"33700","354.68","364.68","30829.38","588.75","0","0","0","235.787","0","70.98","84"
"201810",11,"33800","355.93","355.93","31349.25","582.167","0","119.934","0","285.374","0","70.98","87"
"201810",12,"32100","352.96","352.96","29538.81","474.333","0","0","0","255.363","0","70.98","87"
"201810",13,"33100","355.09","355.09","30157.2","432.166","0","39","0","215.22","0","70.98","87"
"201810",14,"34200","358.4","362.4","31202.3","440","0","0","0","203.229","0","70.98","87"
"201810",15,"34300","359.07","359.07","31608.59","349","0","0","0","194.657","0","70.98","87"
"201810",16,"34800","360.26","360.26","32307.03","319","0","0","0","176.88","0","70.98","84"
"201810",17,"34900","356.27","356.27","32602.97","568.667","0","0","0","293.09","0","70.98","84"
"201810",18,"35500","325","348.18","32879.89","803.933","0","0","0","278.595","0","70.98","84"
"201810",19,"35500","324.69","355.69","32972.55","1198","0","50","0","250.412","0","70.98","84"
"201810",20,"34700","352.85","380","32298.09","965.966","0","20.833","0","208.176","0","70.98","92"
"201810",21,"33500","352.04","380","31293.01","1181","0","0","0","291.415","0","70.98","92"
"201810",22,"32600","307.42","307.42","30570.32","1539","0","172.916","0","546.551","0","70.98","92"
"201810",23,"31500","294.79","325","29054.59","1796.9","0","166.784","0","537.824","0","70.98","92"
"201810",0,"29200","323.42","323.42","27469.46","858.9","0","86.666","0","251.724","44","54.54","82"
"201810",1,"27800","320.64","320.64","25929.59","1019.333","0","129.75","0","75.93","0","54.54","82"
"201810",2,"27000","351.06","351.06","25049.05","648.5","0","0","0","98.65","0","54.54","82"
"201810",3,"26300","307.08","308","24475.92","1253.5","0","0","0","732.147","0","54.54","82"
"201810",4,"26200","174","174","24203.86","476.417","0","0","0","314.825","0","54.54","102"
"201810",5,"26600","279.99","300","24813.27","1637.932","0","0","0","922.502","0","54.54","102"
"201810",6,"27000","334.99","334.99","25100.38","1533.2","0","0","0","1038.21","0","54.54","102"
"201810",7,"28100","315.48","315.5","26313.36","1577.617","0","0","0","673.61","0","71.98","82.9"
"201810",8,"31800","353.81","357.22","29660.47","943.7","0","24","0","194.853","0","71.98","82.9"
"201810",9,"33200","356.71","356.71","31296.85","550","0","0","0","345.68","0","71.98","82.9"
"201810",10,"33200","357.08","263","31330.29","105.733","0","258.667","0","47.536","49.972","71.98","82.9"
"201810",11,"33300","357.44","357.44","31603.35","362","0","30.333","0","219.49","0","71.98","84"
"201810",12,"31600","339.99","252.18","29429.64","237.634","0","838.634","0","78.2","185.113","71.98","84"
"201810",13,"32500","351.98","346.98","29282.04","511.9","0","573.033","0","94.924","68.634","71.98","84"
"201810",14,"33800","357.96","357.96","31392.68","400","0","0","0","289.2","0","71.98","84"
"201810",15,"33900","358.39","358.39","31729.86","95.898","0","65.6","0","60.599","9.975","71.98","84"
"201810",16,"34500","359.7","262.18","32000.53","0","0","275.067","0","0","39.664","71.98","86.8"
"201810",17,"35000","356.23","356.23","32126.1",NULL,NULL,NULL,NULL,NULL,NULL,"71.98","86.8"
"201810",18,"35400","325","325","32786.13","62.167","0","0","0","24.811","0","71.98","86.8"
"201810",19,"35400","324.99","324.99","33006.01","833","0","104.167","0","450.604","0","71.98","86.8"
"201810",20,"34500","351.86","351.86","32049.8","660.583","0","114.683","0","367.913","1.2","71.98","89.78"
"201810",21,"33400","350","350","30885.46","517","0","0","0","299.07","0","71.98","89.78"
"201810",22,"32400","304.41","204.21","30299.07","0","0","533.7","120","0","138.528","71.98","89.78"
"201810",23,"30100","287.88","287.88","28636.14","329.032","0","102.934","32","36.927","10.24","71.98","89.78"
"201810",0,"29600","335","335","26622.39","1073.1","0","0","0","581.643","0","54.52","89.89"
"201810",1,"28100","294.89","294.89","25415.79","89.316","0","0","0","31.363","0","54.52","89.89"
"201810",2,"27300","244.98","244.98","24622.8","428","0","0","0","317.8","0","54.52","89.89"
"201810",3,"26500","174","174","23873.14","355.017","0","0","0","226.679","0","54.52","89.89"
"201810",4,"26200","259.16","259.16","23895.06","745.517","0","0","0","427.523","0","54.52","119"
"201810",5,"26200","280","280","24195.37","318.368","0","265.134","0","142.656","52.867","54.52","119"
"201810",6,"26300","280","278","24230.4","0","0","219.618","0","0","93.984","54.52","119"
"201810",7,"26400","174","154.44","24698.46","0","0","883.131","0","0","403.838","71.98","86.8"
"201810",8,"28900","345.41","345.41","27219.36","640.217","0","0","0","377.734","0","71.98","86.8"
"201810",9,"30500","345.41","345.41","28325.01","1831.519","0","0","0","1048.621","0","71.98","86.8"
"201810",10,"31100","345.41","359.31","28625.87","2135.784","0","0","0","886.629","0","71.98","86.8"
"201810",11,"31200","339.69","369.69","29456.54","2242","0","0","0","970.336","0","71.98","87.89"
"201810",12,"30200","280","314.9","28326.87","1587.632","0","0","0","604.607","0","71.98","87.89"
"201810",13,"30500","313.42","344","27917.92","2662","0","0","0","1042.033","0","71.98","87.89"
"201810",14,"31000","339.68","354.44","29017.35","1664.617","0","0","0","872.542","0","71.98","87.89"
"201810",15,"30800","339.69","344.99","28807.46","1488","0","0","0","744.718","0","71.98","87.89"
"201810",16,"31200","349.54","352.99","28714.38","1358.25","0","0","0","683.688","0","71.98","86.8"
"201810",17,"32000","325","325","29786.55","978.666","0","0","31","624.62","6.92","71.98","86.8"
"201810",18,"33700","316.41","327","30728.29","1638.183","0","0","16","766.389","4.7","71.98","86.8"
"201810",19,"34100","322.41","356.41","30899.39","1623","0","88.083","0","608.264","0","71.98","86.8"
"201810",20,"33300","323.19","353.1","30099.68","1728","0","32.867","0","747.281","1","71.98","86.8"
"201810",21,"32300","323.18","353.18","29339.67","1866.25","0","0","0","884.894","0","71.98","86.8"
"201810",22,"31300","296.01","310","28780.17","1228.15","0","214.017","0","540.961","3.69","71.98","86.8"
"201810",23,"29700","288.89","313","27214.9","1369.683","0","230.848","0","406.822","0.9","71.98","86.8"
"201810",0,"27900","326.04","326.04","25660.77","719.998","0","34.5","0","513.239","0","60.99","119.98"
"201810",1,"26300","339.39","342.72","24193.96","1271.001","0","33.75","0","688.574","0","60.99","119.98"
"201810",2,"25500","351.69","351.69","23232.87","1087.066","0","0","0","653.183","0","60.99","119.98"
"201810",3,"24800","303.64","301.64","22772.97","0","0","42.5","0","0",NULL,"60.99","119.98"
"201810",4,"24400","344.99","344.99","22407.54",NULL,NULL,NULL,NULL,NULL,NULL,"60.99","165"
"201810",5,"24400","351.51","351.51","21996.8","1354.233","0","0","0","1086.313","0","60.99","165"
"201810",6,"23600","244.99","244.99","21667.1","1142.317","0","0","0","639.273","0","60.99","165"
"201810",7,"22900","125","154.9","21855.14","318.95","0","0","0","162.063","0","75.99","298"
"201810",8,"23300","173.99","173.99","22008.53","0","0","826.399","0","0","437.034","75.99","298"
"201810",9,"24100","351.36","281.36","22437.17","68.25","0","308.65","0","0","45.476","75.99","298"
"201810",10,"25000","332.14","332.14","23099.99",NULL,NULL,NULL,NULL,NULL,NULL,"75.99","298"
"201810",11,"25200","325","325","23245.46","748.868","0","33.25","0","313.179","0","75.99","200"
"201810",12,"24900","159.84","199.84","22993.38","725.916","0","0","0","262.025","0","75.99","200"
"201810",13,"25400","353.15","353.15","23767.3","2422","0","18.083","0","1908.307","2","75.99","200"
"201810",14,"25600","352.96","322.96","24447.23","414.883","0","473.983","0","135.863","119.573","75.99","200"
"201810",15,"26000","318.89","218.44","24752.85","0","0","1106","0","0","93.586","75.99","200"
"201810",16,"26900","350.19","280.19","25095.41","180.751","0","416.146","0","4.08","12.19","75.99","114"
"201810",17,"28200","319.19","319.19","26226.12","181.667","0","0","0","0.62","0","75.99","114"
"201810",18,"30400","329.23","344.23","28289.71","451.2","0","44","0","134.708","0","75.99","114"
"201810",19,"31600","356.21","368.44","29456.8","562","0","118.5","0","223.764","0","75.99","114"
"201810",20,"31100","354.7","350","29088.06","261.734","0","139.167","0","137.426","5.1","75.99","114"
"201810",21,"30300","353.37","353.37","28131.3",NULL,NULL,NULL,NULL,NULL,NULL,"75.99","114"
"201810",22,"29400","304.97","246.64","27736.43","0","0","114.25","0","0",NULL,"75.99","114"
"201810",23,"27800","284.09","258.44","26405.46","45.833","0","420.816","0","0","90.695","75.99","114"
"201810",0,"26500","270","172.59","24780.46","0","0","1656.017","0","0","110.359","65.99","114.89"
"201810",1,"25400","282.48","288.9","22709.73","1164.633","0","89.867","0","704.69","0.2","65.99","114.89"
"201810",2,"24400","318.1","248.1","22290.49","0","0","301.151","0","0","56.486","65.99","114.89"
"201810",3,"23900","244.98","174.98","22301.61","0","0","898.25","0","0","93.242","65.99","114.89"
"201810",4,"23900","140","124.44","22146.38","0","0","908","0","0","82.914","65.99","180"
"201810",5,"24200","152.87","151.19","22486.29","0","0","923","0","0","103.603","65.99","180"
"201810",6,"24700","244.99","168.5","23141.21","0","0","1034","0","0","110.862","65.99","180"
"201810",7,"26500","303.1","270","25015.99","600.133","0","472.016","0","401.501","169.557","80.99","119.89"
"201810",8,"30900","355.43","246.67","29084.97","77.667","0","540.467","0","0","92.25","80.99","119.89"
"201810",9,"32600","354.78","245.01","30873.65","0","0","560","0","0","168.045","80.99","119.89"
"201810",10,"33000","343.69","245.01","31112.7","35.667","0","1039","0","0","402.153","80.99","119.89"
"201810",11,"33500","342.9","240","31559.2","0","0","1097","0","0","266.401","69.68","93.88"
"201810",12,"31900","312.1","220","29907.95","104.166","0","757.866","0","0","62.976","69.68","93.88"
"201810",13,"32800","351.73","240","30560.67","25","0","764.717","0","0","48.759","69.68","93.88"
"201810",14,"33800","356.71","230","31499.89","0","0","1113.068","0","0","156.298","69.68","93.88"
"201810",15,"33800","357.92","245.01","31658.63","89.584","0","785.767","0","27.5","125.937","69.68","93.88"
"201810",16,"34500","360.22","240","32364.7","50","0","706.4","0","0","127.35","69.68","88.79"
"201810",17,"34700","356.89","256.89","33067.34","0","0","334","0","0","88.218","69.68","88.79"
"201810",18,"35200","321.11","321.11","33433.63","254.799","0","233.683","0","159.586","140.691","69.68","88.79"
"201810",19,"35400","321.1","321.1","33628.23","445.833","0","304.333","0","166.457","45.503","69.68","88.79"
"201810",20,"34500","320.39","240","32337.23","133.166","0","706.583","0","0","292.603","69.68","84"
"201810",21,"33300","322.11","225","31519.67","0","0","483","0","0","176.075","69.68","84"
"201810",22,"32600","307","246.67","30736.2","0","0","259.501","0","0","113.667","69.68","84"
"201810",23,"31000","296.1","208.68","29151.13","0","0","521.332","0","0","230","69.68","84"
"201810",0,"29000","351.24","351.24","27093.51","941.634","0","112.4","0","644.169","0","15","85.84"
"201810",1,"27600","352.36","352.36","25824.59",NULL,NULL,NULL,NULL,NULL,NULL,"15","85.84"
"201810",2,"26800","319.2","319.2","24954.7",NULL,NULL,NULL,NULL,NULL,NULL,"15","85.84"
"201810",3,"26200","265","265","24622.85",NULL,NULL,NULL,NULL,NULL,NULL,"15","85.84"
"201810",4,"26100","264.99","264.99","24563.15",NULL,NULL,NULL,NULL,NULL,NULL,"40","98"
"201810",5,"26300","265","265","24899.72",NULL,NULL,NULL,NULL,NULL,NULL,"40","98"
